"identifier","family","base_control","enhancement","is_enhancement","sort_as","name","withdrawn","in_privacy_baseline","in_low_baseline","in_moderate_baseline","in_high_baseline"
"SC-18(4)","SC","SC-18","4","True","SC-18-04","Mobile Code | Prevent Automatic Execution","False","False","False","False","False"
"SC-18(5)","SC","SC-18","5","True","SC-18-05","Mobile Code | Allow Execution Only in Confined Environments","False","False","False","False","False"
"SC-19","SC","SC-19","","False","SC-19-00","Voice Over Internet Protocol","False","False","False","False","False"
"SC-20","SC","SC-20","","False","SC-20-00","Secure Name/address Resolution Service (authoritative Source)","False","False","True","True","True"
"SC-20(1)","SC","SC-20","1","True","SC-20-01","Secure Name/address Resolution Service (authoritative Source) | Child Subspaces","False","False","False","False","False"
"SC-20(2)","SC","SC-20","2","True","SC-20-02","Secure Name/address Resolution Service (authoritative Source) | Data Origin and Integrity","False","False","False","False","False"
"SC-21","SC","SC-21","","False","SC-21-00","Secure Name/address Resolution Service (recursive or Caching Resolver)","False","False","True","True","True"
"SC-21(1)","SC","SC-21","1","True","SC-21-01","Secure Name/address Resolution Service (recursive or Caching Resolver) | Data Origin and Integrity","False","False","False","False","False"
"SC-22","SC","SC-22","","False","SC-22-00","Architecture and Provisioning for Name/address Resolution Service","False","False","True","True","True"
"SC-23","SC","SC-23","","False","SC-23-00","Session Authenticity","False","False","False","True","True"
"SC-23(1)","SC","SC-23","1","True","SC-23-01","Session Authenticity | Invalidate Session Identifiers at Logout","False","False","False","False","False"
"SC-23(2)","SC","SC-23","2","True","SC-23-02","Session Authenticity | User-initiated Logouts and Message Displays","False","False","False","False","False"
"SC-23(3)","SC","SC-23","3","True","SC-23-03","Session Authenticity | Unique System-generated Session Identifiers","False","False","False","False","False"
"SC-23(4)","SC","SC-23","4","True","SC-23-04","Session Authenticity | Unique Session Identifiers with Randomization","False","False","False","False","False"
"SC-23(5)","SC","SC-23","5","True","SC-23-05","Session Authenticity | Allowed Certificate Authorities","False","False","False","False","False"
"SC-24","SC","SC-24","","False","SC-24-00","Fail in Known State","False","False","False","False","True"
"SC-25","SC","SC-25","","False","SC-25-00","Thin Nodes","False","False","False","False","False"
"SC-26","SC","SC-26","","False","SC-26-00","Decoys","False","False","False","False","False"
"SC-26(1)","SC","SC-26","1","True","SC-26-01","Decoys | Detection of Malicious Code","False","False","False","False","False"
"SC-27","SC","SC-27","","False","SC-27-00","Platform-independent Applications","False","False","False","False","False"
"SC-28","SC","SC-28","","False","SC-28-00","Protection of Information at Rest","False","False","False","True","True"
"SC-28(1)","SC","SC-28","1","True","SC-28-01","Protection of Information at Rest | Cryptographic Protection","False","False","False","True","True"
"SC-28(2)","SC","SC-28","2","True","SC-28-02","Protection of Information at Rest | Offline Storage","False","False","False","False","False"
"SC-28(3)","SC","SC-28","3","True","SC-28-03","Protection of Information at Rest | Cryptographic Keys","False","False","False","False","False"
"SC-29","SC","SC-29","","False","SC-29-00","Heterogeneity","False","False","False","False","False"
"SC-29(1)","SC","SC-29","1","True","SC-29-01","Heterogeneity | Virtualization Techniques","False","False","False","False","False"
"SC-30","SC","SC-30","","False","SC-30-00","Concealment and Misdirection","False","False","False","False","False"
"SC-30(1)","SC","SC-30","1","True","SC-30-01","Concealment and Misdirection | Virtualization Techniques","False","False","False","False","False"
"SC-30(2)","SC","SC-30","2","True","SC-30-02","Concealment and Misdirection | Randomness","False","False","False","False","False"
"SC-30(3)","SC","SC-30","3","True","SC-30-03","Concealment and Misdirection | Change Processing and Storage Locations","False","False","False","False","False"
"SC-30(4)","SC","SC-30","4","True","SC-30-04","Concealment and Misdirection | Misleading Information","False","False","False","False","False"
"SC-30(5)","SC","SC-30","5","True","SC-30-05","Concealment and Misdirection | Concealment of System Components","False","False","False","False","False"
"SC-31","SC","SC-31","","False","SC-31-00","Covert Channel Analysis","False","False","False","False","False"
"SC-31(1)","SC","SC-31","1","True","SC-31-01","Covert Channel Analysis | Test Covert Channels for Exploitability","False","False","False","False","False"
"SC-31(2)","SC","SC-31","2","True","SC-31-02","Covert Channel Analysis | Maximum Bandwidth","False","False","False","False","False"
"SC-31(3)","SC","SC-31","3","True","SC-31-03","Covert Channel Analysis | Measure Bandwidth in Operational Environments","False","False","False","False","False"
"SC-32","SC","SC-32","","False","SC-32-00","System Partitioning","False","False","False","False","False"
"SC-32(1)","SC","SC-32","1","True","SC-32-01","System Partitioning | Separate Physical Domains for Privileged Functions","False","False","False","False","False"
"SC-33","SC","SC-33","","False","SC-33-00","Transmission Preparation Integrity","False","False","False","False","False"
"SC-34","SC","SC-34","","False","SC-34-00","Non-modifiable Executable Programs","False","False","False","False","False"
"SC-34(1)","SC","SC-34","1","True","SC-34-01","Non-modifiable Executable Programs | No Writable Storage","False","False","False","False","False"
"SC-34(2)","SC","SC-34","2","True","SC-34-02","Non-modifiable Executable Programs | Integrity Protection on Read-only Media","False","False","False","False","False"
"SC-34(3)","SC","SC-34","3","True","SC-34-03","Non-modifiable Executable Programs | Hardware-based Protection","False","False","False","False","False"
"SC-35","SC","SC-35","","False","SC-35-00","External Malicious Code Identification","False","False","False","False","False"
"SC-36","SC","SC-36","","False","SC-36-00","Distributed Processing and Storage","False","False","False","False","False"
"SC-36(1)","SC","SC-36","1","True","SC-36-01","Distributed Processing and Storage | Polling Techniques","False","False","False","False","False"
"SC-36(2)","SC","SC-36","2","True","SC-36-02","Distributed Processing and Storage | Synchronization","False","False","False","False","False"
"SC-37","SC","SC-37","","False","SC-37-00","Out-of-band Channels","False","False","False","False","False"
"SC-37(1)","SC","SC-37","1","True","SC-37-01","Out-of-band Channels | Ensure Delivery and Transmission","False","False","False","False","False"
"SC-38","SC","SC-38","","False","SC-38-00","Operations Security","False","False","False","False","False"
"SC-39","SC","SC-39","","False","SC-39-00","Process Isolation","False","False","True","True","True"
"SC-39(1)","SC","SC-39","1","True","SC-39-01","Process Isolation | Hardware Separation","False","False","False","False","False"
"SC-39(2)","SC","SC-39","2","True","SC-39-02","Process Isolation | Separate Execution Domain Per Thread","False","False","False","False","False"
"SC-40","SC","SC-40","","False","SC-40-00","Wireless Link Protection","False","False","False","False","False"
"SC-40(1)","SC","SC-40","1","True","SC-40-01","Wireless Link Protection | Electromagnetic Interference","False","False","False","False","False"
"SC-40(2)","SC","SC-40","2","True","SC-40-02","Wireless Link Protection | Reduce Detection Potential","False","False","False","False","False"
"SC-40(3)","SC","SC-40","3","True","SC-40-03","Wireless Link Protection | Imitative or Manipulative Communications Deception","False","False","False","False","False"
"SC-40(4)","SC","SC-40","4","True","SC-40-04","Wireless Link Protection | Signal Parameter Identification","False","False","False","False","False"
"SC-41","SC","SC-41","","False","SC-41-00","Port and I/O Device Access","False","False","False","False","False"
"SC-42","SC","SC-42","","False","SC-42-00","Sensor Capability and Data","False","False","False","False","False"
"SC-42(1)","SC","SC-42","1","True","SC-42-01","Sensor Capability and Data | Reporting to Authorized Individuals or Roles","False","False","False","False","False"
"SC-42(2)","SC","SC-42","2","True","SC-42-02","Sensor Capability and Data | Authorized Use","False","False","False","False","False"
"SC-42(3)","SC","SC-42","3","True","SC-42-03","Sensor Capability and Data | Prohibit Use of Devices","False","False","False","False","False"
"SC-42(4)","SC","SC-42","4","True","SC-42-04","Sensor Capability and Data | Notice of Collection","False","False","False","False","False"
"SC-42(5)","SC","SC-42","5","True","SC-42-05","Sensor Capability and Data | Collection Minimization","False","False","False","False","False"
"SC-43","SC","SC-43","","False","SC-43-00","Usage Restrictions","False","False","False","False","False"
"SC-44","SC","SC-44","","False","SC-44-00","Detonation Chambers","False","False","False","False","False"
"SC-45","SC","SC-45","","False","SC-45-00","System Time Synchronization","False","False","False","False","False"
"SC-45(1)","SC","SC-45","1","True","SC-45-01","System Time Synchronization | Synchronization with Authoritative Time Source","False","False","False","False","False"
"SC-45(2)","SC","SC-45","2","True","SC-45-02","System Time Synchronization | Secondary Authoritative Time Source","False","False","False","False","False"
"SC-46","SC","SC-46","","False","SC-46-00","Cross Domain Policy Enforcement","False","False","False","False","False"
"SC-47","SC","SC-47","","False","SC-47-00","Alternate Communications Paths","False","False","False","False","False"
"SC-48","SC","SC-48","","False","SC-48-00","Sensor Relocation","False","False","False","False","False"
"SC-48(1)","SC","SC-48","1","True","SC-48-01","Sensor Relocation | Dynamic Relocation of Sensors or Monitoring Capabilities","False","False","False","False","False"
"SC-49","SC","SC-49","","False","SC-49-00","Hardware-enforced Separation and Policy Enforcement","False","False","False","False","False"
"SC-50","SC","SC-50","","False","SC-50-00","Software-enforced Separation and Policy Enforcement","False","False","False","False","False"
"SC-51","SC","SC-51","","False","SC-51-00","Hardware-based Protection","False","False","False","False","False"
"SI-1","SI","SI-1","","False","SI-01-00","Policy and Procedures","False","True","True","True","True"
"SI-2","SI","SI-2","","False","SI-02-00","Flaw Remediation","False","False","True","True","True"
"SI-2(1)","SI","SI-2","1","True","SI-02-01","Flaw Remediation | Central Management","False","False","False","False","False"
"SI-2(2)","SI","SI-2","2","True","SI-02-02","Flaw Remediation | Automated Flaw Remediation Status","False","False","False","True","True"
"SI-2(3)","SI","SI-2","3","True","SI-02-03","Flaw Remediation | Time to Remediate Flaws and Benchmarks for Corrective Actions","False","False","False","False","False"
"SI-2(4)","SI","SI-2","4","True","SI-02-04","Flaw Remediation | Automated Patch Management Tools","False","False","False","False","False"
"SI-2(5)","SI","SI-2","5","True","SI-02-05","Flaw Remediation | Automatic Software and Firmware Updates","False","False","False","False","False"
"SI-2(6)","SI","SI-2","6","True","SI-02-06","Flaw Remediation | Removal of Previous Versions of Software and Firmware","False","False","False","False","False"
"SI-3","SI","SI-3","","False","SI-03-00","Malicious Code Protection","False","False","True","True","True"
"SI-3(1)","SI","SI-3","1","True","SI-03-01","Malicious Code Protection | Central Management","False","False","False","False","False"
"SI-3(2)","SI","SI-3","2","True","SI-03-02","Malicious Code Protection | Automatic Updates","False","False","False","False","False"
"SI-3(3)","SI","SI-3","3","True","SI-03-03","Malicious Code Protection | Non-privileged Users","False","False","False","False","False"
"SI-3(4)","SI","SI-3","4","True","SI-03-04","Malicious Code Protection | Updates Only by Privileged Users","False","False","False","False","False"
"SI-3(5)","SI","SI-3","5","True","SI-03-05","Malicious Code Protection | Portable Storage Devices","False","False","False","False","False"
"SI-3(6)","SI","SI-3","6","True","SI-03-06","Malicious Code Protection | Testing and Verification","False","False","False","False","False"
"SI-3(7)","SI","SI-3","7","True","SI-03-07","Malicious Code Protection | Nonsignature-based Detection","False","False","False","False","False"
"SI-3(8)","SI","SI-3","8","True","SI-03-08","Malicious Code Protection | Detect Unauthorized Commands","False","False","False","False","False"
"SI-3(9)","SI","SI-3","9","True","SI-03-09","Malicious Code Protection | Authenticate Remote Commands","False","False","False","False","False"
"SI-3(10)","SI","SI-3","10","True","SI-03-10","Malicious Code Protection | Malicious Code Analysis","False","False","False","False","False"
"SI-4","SI","SI-4","","False","SI-04-00","System Monitoring","False","False","True","True","True"
"SI-4(1)","SI","SI-4","1","True","SI-04-01","System Monitoring | System-wide Intrusion Detection System","False","False","False","False","False"
"SI-4(2)","SI","SI-4","2","True","SI-04-02","System Monitoring | Automated Tools and Mechanisms for Real-time Analysis","False","False","False","True","True"
"SI-4(3)","SI","SI-4","3","True","SI-04-03","System Monitoring | Automated Tool and Mechanism Integration","False","False","False","False","False"
"SI-4(4)","SI","SI-4","4","True","SI-04-04","System Monitoring | Inbound and Outbound Communications Traffic","False","False","False","True","True"
"SI-4(5)","SI","SI-4","5","True","SI-04-05","System Monitoring | System-generated Alerts","False","False","False","True","True"
"SI-4(6)","SI","SI-4","6","True","SI-04-06","System Monitoring | Restrict Non-privileged Users","False","False","False","False","False"
"SI-4(7)","SI","SI-4","7","True","SI-04-07","System Monitoring | Automated Response to Suspicious Events","False","False","False","False","False"
"SI-4(8)","SI","SI-4","8","True","SI-04-08","System Monitoring | Protection of Monitoring Information","False","False","False","False","False"
"SI-4(9)","SI","SI-4","9","True","SI-04-09","System Monitoring | Testing of Monitoring Tools and Mechanisms","False","False","False","False","False"
"SI-4(10)","SI","SI-4","10","True","SI-04-10","System Monitoring | Visibility of Encrypted Communications","False","False","False","False","True"
"SI-4(11)","SI","SI-4","11","True","SI-04-11","System Monitoring | Analyze Communications Traffic Anomalies","False","False","False","False","False"
"SI-4(12)","SI","SI-4","12","True","SI-04-12","System Monitoring | Automated Organization-generated Alerts","False","False","False","False","True"
"SI-4(13)","SI","SI-4","13","True","SI-04-13","System Monitoring | Analyze Traffic and Event Patterns","False","False","False","False","False"
"SI-4(14)","SI","SI-4","14","True","SI-04-14","System Monitoring | Wireless Intrusion Detection","False","False","False","False","True"
"SI-4(15)","SI","SI-4","15","True","SI-04-15","System Monitoring | Wireless to Wireline Communications","False","False","False","False","False"
"SI-4(16)","SI","SI-4","16","True","SI-04-16","System Monitoring | Correlate Monitoring Information","False","False","False","False","False"
"SI-4(17)","SI","SI-4","17","True","SI-04-17","System Monitoring | Integrated Situational Awareness","False","False","False","False","False"
"SI-4(18)","SI","SI-4","18","True","SI-04-18","System Monitoring | Analyze Traffic and Covert Exfiltration","False","False","False","False","False"
"SI-4(19)","SI","SI-4","19","True","SI-04-19","System Monitoring | Risk for Individuals","False","False","False","False","False"
"SI-4(20)","SI","SI-4","20","True","SI-04-20","System Monitoring | Privileged Users","False","False","False","False","True"
"SI-4(21)","SI","SI-4","21","True","SI-04-21","System Monitoring | Probationary Periods","False","False","False","False","False"
"SI-4(22)","SI","SI-4","22","True","SI-04-22","System Monitoring | Unauthorized Network Services","False","False","False","False","True"
"SI-4(23)","SI","SI-4","23","True","SI-04-23","System Monitoring | Host-based Devices","False","False","False","False","False"
"SI-4(24)","SI","SI-4","24","True","SI-04-24","System Monitoring | Indicators of Compromise","False","False","False","False","False"
"SI-4(25)","SI","SI-4","25","True","SI-04-25","System Monitoring | Optimize Network Traffic Analysis","False","False","False","False","False"
"SI-5","SI","SI-5","","False","SI-05-00","Security Alerts, Advisories, and Directives","False","False","True","True","True"
"SI-5(1)","SI","SI-5","1","True","SI-05-01","Security Alerts, Advisories, and Directives | Automated Alerts and Advisories","False","False","False","False","True"
"SI-6","SI","SI-6","","False","SI-06-00","Security and Privacy Function Verification","False","False","False","False","True"
"SI-6(1)","SI","SI-6","1","True","SI-06-01","Security and Privacy Function Verification | Notification of Failed Security Tests","False","False","False","False","False"
"SI-6(2)","SI","SI-6","2","True","SI-06-02","Security and Privacy Function Verification | Automation Support for Distributed Testing","False","False","False","False","False"
"SI-6(3)","SI","SI-6","3","True","SI-06-03","Security and Privacy Function Verification | Report Verification Results","False","False","False","False","False"
"SI-7","SI","SI-7","","False","SI-07-00","Software, Firmware, and Information Integrity","False","False","False","True","True"
"SI-7(1)","SI","SI-7","1","True","SI-07-01","Software, Firmware, and Information Integrity | Integrity Checks","False","False","False","True","True"
"SI-7(2)","SI","SI-7","2","True","SI-07-02","Software, Firmware, and Information Integrity | Automated Notifications of Integrity Violations","False","False","False","False","True"
"SI-7(3)","SI","SI-7","3","True","SI-07-03","Software, Firmware, and Information Integrity | Centrally Managed Integrity Tools","False","False","False","False","False"
"SI-7(4)","SI","SI-7","4","True","SI-07-04","Software, Firmware, and Information Integrity | Tamper-evident Packaging","False","False","False","False","False"
"SI-7(5)","SI","SI-7","5","True","SI-07-05","Software, Firmware, and Information Integrity | Automated Response to Integrity Violations","False","False","False","False","True"
"SI-7(6)","SI","SI-7","6","True","SI-07-06","Software, Firmware, and Information Integrity | Cryptographic Protection","False","False","False","False","False"
"SI-7(7)","SI","SI-7","7","True","SI-07-07","Software, Firmware, and Information Integrity | Integration of Detection and Response","False","False","False","True","True"
"SI-7(8)","SI","SI-7","8","True","SI-07-08","Software, Firmware, and Information Integrity | Auditing Capability for Significant Events","False","False","False","False","False"
"SI-7(9)","SI","SI-7","9","True","SI-07-09","Software, Firmware, and Information Integrity | Verify Boot Process","False","False","False","False","False"
"SI-7(10)","SI","SI-7","10","True","SI-07-10","Software, Firmware, and Information Integrity | Protection of Boot Firmware","False","False","False","False","False"
"SI-7(11)","SI","SI-7","11","True","SI-07-11","Software, Firmware, and Information Integrity | Confined Environments with Limited Privileges","False","False","False","False","False"
"SI-7(12)","SI","SI-7","12","True","SI-07-12","Software, Firmware, and Information Integrity | Integrity Verification","False","False","False","False","False"
"SI-7(13)","SI","SI-7","13","True","SI-07-13","Software, Firmware, and Information Integrity | Code Execution in Protected Environments","False","False","False","False","False"
"SI-7(14)","SI","SI-7","14","True","SI-07-14","Software, Firmware, and Information Integrity | Binary or Machine Executable Code","False","False","False","False","False"
"SI-7(15)","SI","SI-7","15","True","SI-07-15","Software, Firmware, and Information Integrity | Code Authentication","False","False","False","False","True"
"SI-7(16)","SI","SI-7","16","True","SI-07-16","Software, Firmware, and Information Integrity | Time Limit on Process Execution Without Supervision","False","False","False","False","False"
"SI-7(17)","SI","SI-7","17","True","SI-07-17","Software, Firmware, and Information Integrity | Runtime Application Self-protection","False","False","False","False","False"
"SI-8","SI","SI-8","","False","SI-08-00","Spam Protection","False","False","False","True","True"
"SI-8(1)","SI","SI-8","1","True","SI-08-01","Spam Protection | Central Management","False","False","False","False","False"
"SI-8(2)","SI","SI-8","2","True","SI-08-02","Spam Protection | Automatic Updates","False","False","False","True","True"
"SI-8(3)","SI","SI-8","3","True","SI-08-03","Spam Protection | Continuous Learning Capability","False","False","False","False","False"
"SI-9","SI","SI-9","","False","SI-09-00","Information Input Restrictions","False","False","False","False","False"
"SI-10","SI","SI-10","","False","SI-10-00","Information Input Validation","False","False","False","True","True"
"SI-10(1)","SI","SI-10","1","True","SI-10-01","Information Input Validation | Manual Override Capability","False","False","False","False","False"
"SI-10(2)","SI","SI-10","2","True","SI-10-02","Information Input Validation | Review and Resolve Errors","False","False","False","False","False"
"SI-10(3)","SI","SI-10","3","True","SI-10-03","Information Input Validation | Predictable Behavior","False","False","False","False","False"
"SI-10(4)","SI","SI-10","4","True","SI-10-04","Information Input Validation | Timing Interactions","False","False","False","False","False"
"SI-10(5)","SI","SI-10","5","True","SI-10-05","Information Input Validation | Restrict Inputs to Trusted Sources and Approved Formats","False","False","False","False","False"
"SI-10(6)","SI","SI-10","6","True","SI-10-06","Information Input Validation | Injection Prevention","False","False","False","False","False"
"SI-11","SI","SI-11","","False","SI-11-00","Error Handling","False","False","False","True","True"
"SI-12","SI","SI-12","","False","SI-12-00","Information Management and Retention","False","True","True","True","True"
"SI-12(1)","SI","SI-12","1","True","SI-12-01","Information Management and Retention | Limit Personally Identifiable Information Elements","False","True","False","False","False"
"SI-12(2)","SI","SI-12","2","True","SI-12-02","Information Management and Retention | Minimize Personally Identifiable Information in Testing, Training, and Research","False","True","False","False","False"
"SI-12(3)","SI","SI-12","3","True","SI-12-03","Information Management and Retention | Information Disposal","False","True","False","False","False"
"SI-13","SI","SI-13","","False","SI-13-00","Predictable Failure Prevention","False","False","False","False","False"
"SI-13(1)","SI","SI-13","1","True","SI-13-01","Predictable Failure Prevention | Transferring Component Responsibilities","False","False","False","False","False"
"SI-13(2)","SI","SI-13","2","True","SI-13-02","Predictable Failure Prevention | Time Limit on Process Execution Without Supervision","False","False","False","False","False"
"SI-13(3)","SI","SI-13","3","True","SI-13-03","Predictable Failure Prevention | Manual Transfer Between Components","False","False","False","False","False"
"SI-13(4)","SI","SI-13","4","True","SI-13-04","Predictable Failure Prevention | Standby Component Installation and Notification","False","False","False","False","False"
"SI-13(5)","SI","SI-13","5","True","SI-13-05","Predictable Failure Prevention | Failover Capability","False","False","False","False","False"
"SI-14","SI","SI-14","","False","SI-14-00","Non-persistence","False","False","False","False","False"
"SI-14(1)","SI","SI-14","1","True","SI-14-01","Non-persistence | Refresh from Trusted Sources","False","False","False","False","False"
"SI-14(2)","SI","SI-14","2","True","SI-14-02","Non-persistence | Non-persistent Information","False","False","False","False","False"
"SI-14(3)","SI","SI-14","3","True","SI-14-03","Non-persistence | Non-persistent Connectivity","False","False","False","False","False"
"SI-15","SI","SI-15","","False","SI-15-00","Information Output Filtering","False","False","False","False","False"
"SI-16","SI","SI-16","","False","SI-16-00","Memory Protection","False","False","False","True","True"
"SI-17","SI","SI-17","","False","SI-17-00","Fail-safe Procedures","False","False","False","False","False"
"SI-18","SI","SI-18","","False","SI-18-00","Personally Identifiable Information Quality Operations","False","True","False","False","False"
"SI-18(1)","SI","SI-18","1","True","SI-18-01","Personally Identifiable Information Quality Operations | Automation Support","False","False","False","False","False"
"SI-18(2)","SI","SI-18","2","True","SI-18-02","Personally Identifiable Information Quality Operations | Data Tags","False","False","False","False","False"
"SI-18(3)","SI","SI-18","3","True","SI-18-03","Personally Identifiable Information Quality Operations | Collection","False","False","False","False","False"
"SI-18(4)","SI","SI-18","4","True","SI-18-04","Personally Identifiable Information Quality Operations | Individual Requests","False","True","False","False","False"
"SI-18(5)","SI","SI-18","5","True","SI-18-05","Personally Identifiable Information Quality Operations | Notice of Correction or Deletion","False","False","False","False","False"
"SI-19","SI","SI-19","","False","SI-19-00","De-identification","False","True","False","False","False"
"SI-19(1)","SI","SI-19","1","True","SI-19-01","De-identification | Collection","False","False","False","False","False"
"SI-19(2)","SI","SI-19","2","True","SI-19-02","De-identification | Archiving","False","False","False","False","False"
"SI-19(3)","SI","SI-19","3","True","SI-19-03","De-identification | Release","False","False","False","False","False"
"SI-19(4)","SI","SI-19","4","True","SI-19-04","De-identification | Removal, Masking, Encryption, Hashing, or Replacement of Direct Identifiers","False","False","False","False","False"
"SI-19(5)","SI","SI-19","5","True","SI-19-05","De-identification | Statistical Disclosure Control","False","False","False","False","False"
"SI-19(6)","SI","SI-19","6","True","SI-19-06","De-identification | Differential Privacy","False","False","False","False","False"
"SI-19(7)","SI","SI-19","7","True","SI-19-07","De-identification | Validated Algorithms and Software","False","False","False","False","False"
"SI-19(8)","SI","SI-19","8","True","SI-19-08","De-identification | Motivated Intruder","False","False","False","False","False"
"SI-20","SI","SI-20","","False","SI-20-00","Tainting","False","False","False","False","False"
"SI-21","SI","SI-21","","False","SI-21-00","Information Refresh","False","False","False","False","False"
"SI-22","SI","SI-22","","False","SI-22-00","Information Diversity","False","False","False","False","False"
"SI-23","SI","SI-23","","False","SI-23-00","Information Fragmentation","False","False","False","False","False"
"SR-1","SR","SR-1","","False","SR-01-00","Policy and Procedures","False","False","True","True","True"
"SR-2","SR","SR-2","","False","SR-02-00","Supply Chain Risk Management Plan","False","False","True","True","True"
"SR-2(1)","SR","SR-2","1","True","SR-02-01","Supply Chain Risk Management Plan | Establish SCRM Team","False","False","True","True","True"
"SR-3","SR","SR-3","","False","SR-03-00","Supply Chain Controls and Processes","False","False","True","True","True"
"SR-3(1)","SR","SR-3","1","True","SR-03-01","Supply Chain Controls and Processes | Diverse Supply Base","False","False","False","False","False"
"SR-3(2)","SR","SR-3","2","True","SR-03-02","Supply Chain Controls and Processes | Limitation of Harm","False","False","False","False","False"
"SR-3(3)","SR","SR-3","3","True","SR-03-03","Supply Chain Controls and Processes | Sub-tier Flow Down","False","False","False","False","False"
"SR-4","SR","SR-4","","False","SR-04-00","Provenance","False","False","False","False","False"
"SR-4(1)","SR","SR-4","1","True","SR-04-01","Provenance | Identity","False","False","False","False","False"
"SR-4(2)","SR","SR-4","2","True","SR-04-02","Provenance | Track and Trace","False","False","False","False","False"
"SR-4(3)","SR","SR-4","3","True","SR-04-03","Provenance | Validate as Genuine and Not Altered","False","False","False","False","False"
"SR-4(4)","SR","SR-4","4","True","SR-04-04","Provenance | Supply Chain Integrity — Pedigree","False","False","False","False","False"
"SR-5","SR","SR-5","","False","SR-05-00","Acquisition Strategies, Tools, and Methods","False","False","True","True","True"
"SR-5(1)","SR","SR-5","1","True","SR-05-01","Acquisition Strategies, Tools, and Methods | Adequate Supply","False","False","False","False","False"
"SR-5(2)","SR","SR-5","2","True","SR-05-02","Acquisition Strategies, Tools, and Methods | Assessments Prior to Selection, Acceptance, Modification, or Update","False","False","False","False","False"
"SR-6","SR","SR-6","","False","SR-06-00","Supplier Assessments and Reviews","False","False","False","True","True"
"SR-6(1)","SR","SR-6","1","True","SR-06-01","Supplier Assessments and Reviews | Testing and Analysis","False","False","False","False","False"
"SR-7","SR","SR-7","","False","SR-07-00","Supply Chain Operations Security","False","False","False","False","False"
"SR-8","SR","SR-8","","False","SR-08-00","Notification Agreements","False","False","True","True","True"
"SR-9","SR","SR-9","","False","SR-09-00","Tamper Resistance and Detection","False","False","False","False","True"
"SR-9(1)","SR","SR-9","1","True","SR-09-01","Tamper Resistance and Detection | Multiple Stages of System Development Life Cycle","False","False","False","False","True"
"SR-10","SR","SR-10","","False","SR-10-00","Inspection of Systems or Components","False","False","True","True","True"
"SR-11","SR","SR-11","","False","SR-11-00","Component Authenticity","False","False","True","True","True"
"SR-11(1)","SR","SR-11","1","True","SR-11-01","Component Authenticity | Anti-counterfeit Training","False","False","True","True","True"
"SR-11(2)","SR","SR-11","2","True","SR-11-02","Component Authenticity | Configuration Control for Component Service and Repair","False","False","True","True","True"
"SR-11(3)","SR","SR-11","3","True","SR-11-03","Component Authenticity | Anti-counterfeit Scanning","False","False","False","False","False"
"SR-12","SR","SR-12","","False","SR-12-00","Component Disposal","False","False","True","True","True"
