"identifier","family","base_control","enhancement","is_enhancement","sort_as","name","withdrawn","in_privacy_baseline","in_low_baseline","in_moderate_baseline","in_high_baseline"
"IR-4(7)","IR","IR-4","7","True","IR-04-07","Incident Handling | Insider Threats — Intra-organization Coordination","False","False","False","False","False"
"IR-4(8)","IR","IR-4","8","True","IR-04-08","Incident Handling | Correlation with External Organizations","False","False","False","False","False"
"IR-4(9)","IR","IR-4","9","True","IR-04-09","Incident Handling | Dynamic Response Capability","False","False","False","False","False"
"IR-4(10)","IR","IR-4","10","True","IR-04-10","Incident Handling | Supply Chain Coordination","False","False","False","False","False"
"IR-4(11)","IR","IR-4","11","True","IR-04-11","Incident Handling | Integrated Incident Response Team","False","False","False","False","True"
"IR-4(12)","IR","IR-4","12","True","IR-04-12","Incident Handling | Malicious Code and Forensic Analysis","False","False","False","False","False"
"IR-4(13)","IR","IR-4","13","True","IR-04-13","Incident Handling | Behavior Analysis","False","False","False","False","False"
"IR-4(14)","IR","IR-4","14","True","IR-04-14","Incident Handling | Security Operations Center","False","False","False","False","False"
"IR-4(15)","IR","IR-4","15","True","IR-04-15","Incident Handling | Public Relations and Reputation Repair","False","False","False","False","False"
"IR-5","IR","IR-5","","False","IR-05-00","Incident Monitoring","False","True","True","True","True"
"IR-5(1)","IR","IR-5","1","True","IR-05-01","Incident Monitoring | Automated Tracking, Data Collection, and Analysis","False","False","False","False","True"
"IR-6","IR","IR-6","","False","IR-06-00","Incident Reporting","False","True","True","True","True"
"IR-6(1)","IR","IR-6","1","True","IR-06-01","Incident Reporting | Automated Reporting","False","False","False","True","True"
"IR-6(2)","IR","IR-6","2","True","IR-06-02","Incident Reporting | Vulnerabilities Related to Incidents","False","False","False","False","False"
"IR-6(3)","IR","IR-6","3","True","IR-06-03","Incident Reporting | Supply Chain Coordination","False","False","False","True","True"
"IR-7","IR","IR-7","","False","IR-07-00","Incident Response Assistance","False","True","True","True","True"
"IR-7(1)","IR","IR-7","1","True","IR-07-01","Incident Response Assistance | Automation Support for Availability of Information and Support","False","False","False","True","True"
"IR-7(2)","IR","IR-7","2","True","IR-07-02","Incident Response Assistance | Coordination with External Providers","False","False","False","False","False"
"IR-8","IR","IR-8","","False","IR-08-00","Incident Response Plan","False","True","True","True","True"
"IR-8(1)","IR","IR-8","1","True","IR-08-01","Incident Response Plan | Breaches","False","True","False","False","False"
"IR-9","IR","IR-9","","False","IR-09-00","Information Spillage Response","False","False","False","False","False"
"IR-9(1)","IR","IR-9","1","True","IR-09-01","Information Spillage Response | Responsible Personnel","False","False","False","False","False"
"IR-9(2)","IR","IR-9","2","True","IR-09-02","Information Spillage Response | Training","False","False","False","False","False"
"IR-9(3)","IR","IR-9","3","True","IR-09-03","Information Spillage Response | Post-spill Operations","False","False","False","False","False"
"IR-9(4)","IR","IR-9","4","True","IR-09-04","Information Spillage Response | Exposure to Unauthorized Personnel","False","False","False","False","False"
"IR-10","IR","IR-10","","False","IR-10-00","Incident Analysis","False","False","False","False","False"
"MA-1","MA","MA-1","","False","MA-01-00","Policy and Procedures","False","False","True","True","True"
"MA-2","MA","MA-2","","False","MA-02-00","Controlled Maintenance","False","False","True","True","True"
"MA-2(1)","MA","MA-2","1","True","MA-02-01","Controlled Maintenance | Record Content","False","False","False","False","False"
"MA-2(2)","MA","MA-2","2","True","MA-02-02","Controlled Maintenance | Automated Maintenance Activities","False","False","False","False","True"
"MA-3","MA","MA-3","","False","MA-03-00","Maintenance Tools","False","False","False","True","True"
"MA-3(1)","MA","MA-3","1","True","MA-03-01","Maintenance Tools | Inspect Tools","False","False","False","True","True"
"MA-3(2)","MA","MA-3","2","True","MA-03-02","Maintenance Tools | Inspect Media","False","False","False","True","True"
"MA-3(3)","MA","MA-3","3","True","MA-03-03","Maintenance Tools | Prevent Unauthorized Removal","False","False","False","True","True"
"MA-3(4)","MA","MA-3","4","True","MA-03-04","Maintenance Tools | Restricted Tool Use","False","False","False","False","False"
"MA-3(5)","MA","MA-3","5","True","MA-03-05","Maintenance Tools | Execution with Privilege","False","False","False","False","False"
"MA-3(6)","MA","MA-3","6","True","MA-03-06","Maintenance Tools | Software Updates and Patches","False","False","False","False","False"
"MA-4","MA","MA-4","","False","MA-04-00","Nonlocal Maintenance","False","False","True","True","True"
"MA-4(1)","MA","MA-4","1","True","MA-04-01","Nonlocal Maintenance | Logging and Review","False","False","False","False","False"
"MA-4(2)","MA","MA-4","2","True","MA-04-02","Nonlocal Maintenance | Logically separated communications paths.","False","False","False","False","False"
"MA-4(3)","MA","MA-4","3","True","MA-04-03","Nonlocal Maintenance | Comparable Security and Sanitization","False","False","False","False","True"
"MA-4(4)","MA","MA-4","4","True","MA-04-04","Nonlocal Maintenance | Authentication and Separation of Maintenance Sessions","False","False","False","False","False"
"MA-4(5)","MA","MA-4","5","True","MA-04-05","Nonlocal Maintenance | Approvals and Notifications","False","False","False","False","False"
"MA-4(6)","MA","MA-4","6","True","MA-04-06","Nonlocal Maintenance | Cryptographic Protection","False","False","False","False","False"
"MA-4(7)","MA","MA-4","7","True","MA-04-07","Nonlocal Maintenance | Disconnect Verification","False","False","False","False","False"
"MA-5","MA","MA-5","","False","MA-05-00","Maintenance Personnel","False","False","True","True","True"
"MA-5(1)","MA","MA-5","1","True","MA-05-01","Maintenance Personnel | Individuals Without Appropriate Access","False","False","False","False","True"
"MA-5(2)","MA","MA-5","2","True","MA-05-02","Maintenance Personnel | Security Clearances for Classified Systems","False","False","False","False","False"
"MA-5(3)","MA","MA-5","3","True","MA-05-03","Maintenance Personnel | Citizenship Requirements for Classified Systems","False","False","False","False","False"
"MA-5(4)","MA","MA-5","4","True","MA-05-04","Maintenance Personnel | Foreign Nationals","False","False","False","False","False"
"MA-5(5)","MA","MA-5","5","True","MA-05-05","Maintenance Personnel | Non-system Maintenance","False","False","False","False","False"
"MA-6","MA","MA-6","","False","MA-06-00","Timely Maintenance","False","False","False","True","True"
"MA-6(1)","MA","MA-6","1","True","MA-06-01","Timely Maintenance | Preventive Maintenance","False","False","False","False","False"
"MA-6(2)","MA","MA-6","2","True","MA-06-02","Timely Maintenance | Predictive Maintenance","False","False","False","False","False"
"MA-6(3)","MA","MA-6","3","True","MA-06-03","Timely Maintenance | Automated Support for Predictive Maintenance","False","False","False","False","False"
"MA-7","MA","MA-7","","False","MA-07-00","Field Maintenance","False","False","False","False","False"
"MP-1","MP","MP-1","","False","MP-01-00","Policy and Procedures","False","True","True","True","True"
"MP-2","MP","MP-2","","False","MP-02-00","Media Access","False","False","True","True","True"
"MP-2(1)","MP","MP-2","1","True","MP-02-01","Media Access | Automated Restricted Access","False","False","False","False","False"
"MP-2(2)","MP","MP-2","2","True","MP-02-02","Media Access | Cryptographic Protection","False","False","False","False","False"
"MP-3","MP","MP-3","","False","MP-03-00","Media Marking","False","False","False","True","True"
"MP-4","MP","MP-4","","False","MP-04-00","Media Storage","False","False","False","True","True"
"MP-4(1)","MP","MP-4","1","True","MP-04-01","Media Storage | Cryptographic Protection","False","False","False","False","False"
"MP-4(2)","MP","MP-4","2","True","MP-04-02","Media Storage | Automated Restricted Access","False","False","False","False","False"
"MP-5","MP","MP-5","","False","MP-05-00","Media Transport","False","False","False","True","True"
"MP-5(1)","MP","MP-5","1","True","MP-05-01","Media Transport | Protection Outside of Controlled Areas","False","False","False","False","False"
"MP-5(2)","MP","MP-5","2","True","MP-05-02","Media Transport | Documentation of Activities","False","False","False","False","False"
"MP-5(3)","MP","MP-5","3","True","MP-05-03","Media Transport | Custodians","False","False","False","False","False"
"MP-5(4)","MP","MP-5","4","True","MP-05-04","Media Transport | Cryptographic Protection","False","False","False","False","False"
"MP-6","MP","MP-6","","False","MP-06-00","Media Sanitization","False","True","True","True","True"
"MP-6(1)","MP","MP-6","1","True","MP-06-01","Media Sanitization | Review, Approve, Track, Document, and Verify","False","False","False","False","True"
"MP-6(2)","MP","MP-6","2","True","MP-06-02","Media Sanitization | Equipment Testing","False","False","False","False","True"
"MP-6(3)","MP","MP-6","3","True","MP-06-03","Media Sanitization | Nondestructive Techniques","False","False","False","False","True"
"MP-6(4)","MP","MP-6","4","True","MP-06-04","Media Sanitization | Controlled Unclassified Information","False","False","False","False","False"
"MP-6(5)","MP","MP-6","5","True","MP-06-05","Media Sanitization | Classified Information","False","False","False","False","False"
"MP-6(6)","MP","MP-6","6","True","MP-06-06","Media Sanitization | Media Destruction","False","False","False","False","False"
"MP-6(7)","MP","MP-6","7","True","MP-06-07","Media Sanitization | Dual Authorization","False","False","False","False","False"
"MP-6(8)","MP","MP-6","8","True","MP-06-08","Media Sanitization | Remote Purging or Wiping of Information","False","False","False","False","False"
"MP-7","MP","MP-7","","False","MP-07-00","Media Use","False","False","True","True","True"
"MP-7(1)","MP","MP-7","1","True","MP-07-01","Media Use | Prohibit Use Without Owner","False","False","False","False","False"
"MP-7(2)","MP","MP-7","2","True","MP-07-02","Media Use | Prohibit Use of Sanitization-resistant Media","False","False","False","False","False"
"MP-8","MP","MP-8","","False","MP-08-00","Media Downgrading","False","False","False","False","False"
"MP-8(1)","MP","MP-8","1","True","MP-08-01","Media Downgrading | Documentation of Process","False","False","False","False","False"
"MP-8(2)","MP","MP-8","2","True","MP-08-02","Media Downgrading | Equipment Testing","False","False","False","False","False"
"MP-8(3)","MP","MP-8","3","True","MP-08-03","Media Downgrading | Controlled Unclassified Information","False","False","False","False","False"
"MP-8(4)","MP","MP-8","4","True","MP-08-04","Media Downgrading | Classified Information","False","False","False","False","False"
"PE-1","PE","PE-1","","False","PE-01-00","Policy and Procedures","False","False","True","True","True"
"PE-2","PE","PE-2","","False","PE-02-00","Physical Access Authorizations","False","False","True","True","True"
"PE-2(1)","PE","PE-2","1","True","PE-02-01","Physical Access Authorizations | Access by Position or Role","False","False","False","False","False"
"PE-2(2)","PE","PE-2","2","True","PE-02-02","Physical Access Authorizations | Two Forms of Identification","False","False","False","False","False"
"PE-2(3)","PE","PE-2","3","True","PE-02-03","Physical Access Authorizations | Restrict Unescorted Access","False","False","False","False","False"
"PE-3","PE","PE-3","","False","PE-03-00","Physical Access Control","False","False","True","True","True"
"PE-3(1)","PE","PE-3","1","True","PE-03-01","Physical Access Control | System Access","False","False","False","False","True"
"PE-3(2)","PE","PE-3","2","True","PE-03-02","Physical Access Control | Facility and Systems","False","False","False","False","False"
"PE-3(3)","PE","PE-3","3","True","PE-03-03","Physical Access Control | Continuous Guards","False","False","False","False","False"
"PE-3(4)","PE","PE-3","4","True","PE-03-04","Physical Access Control | Lockable Casings","False","False","False","False","False"
"PE-3(5)","PE","PE-3","5","True","PE-03-05","Physical Access Control | Tamper Protection","False","False","False","False","False"
"PE-3(6)","PE","PE-3","6","True","PE-03-06","Physical Access Control | Facility Penetration Testing","False","False","False","False","False"
"PE-3(7)","PE","PE-3","7","True","PE-03-07","Physical Access Control | Physical Barriers","False","False","False","False","False"
"PE-3(8)","PE","PE-3","8","True","PE-03-08","Physical Access Control | Access Control Vestibules","False","False","False","False","False"
"PE-4","PE","PE-4","","False","PE-04-00","Access Control for Transmission","False","False","False","True","True"
"PE-5","PE","PE-5","","False","PE-05-00","Access Control for Output Devices","False","False","False","True","True"
"PE-5(1)","PE","PE-5","1","True","PE-05-01","Access Control for Output Devices | Access to Output by Authorized Individuals","False","False","False","False","False"
"PE-5(2)","PE","PE-5","2","True","PE-05-02","Access Control for Output Devices | Link to Individual Identity","False","False","False","False","False"
"PE-5(3)","PE","PE-5","3","True","PE-05-03","Access Control for Output Devices | Marking Output Devices","False","False","False","False","False"
"PE-6","PE","PE-6","","False","PE-06-00","Monitoring Physical Access","False","False","True","True","True"
"PE-6(1)","PE","PE-6","1","True","PE-06-01","Monitoring Physical Access | Intrusion Alarms and Surveillance Equipment","False","False","False","True","True"
"PE-6(2)","PE","PE-6","2","True","PE-06-02","Monitoring Physical Access | Automated Intrusion Recognition and Responses","False","False","False","False","False"
"PE-6(3)","PE","PE-6","3","True","PE-06-03","Monitoring Physical Access | Video Surveillance","False","False","False","False","False"
"PE-6(4)","PE","PE-6","4","True","PE-06-04","Monitoring Physical Access | Monitoring Physical Access to Systems","False","False","False","False","True"
"PE-7","PE","PE-7","","False","PE-07-00","Visitor Control","False","False","False","False","False"
"PE-8","PE","PE-8","","False","PE-08-00","Visitor Access Records","False","False","True","True","True"
"PE-8(1)","PE","PE-8","1","True","PE-08-01","Visitor Access Records | Automated Records Maintenance and Review","False","False","False","False","True"
"PE-8(2)","PE","PE-8","2","True","PE-08-02","Visitor Access Records | Physical Access Records","False","False","False","False","False"
"PE-8(3)","PE","PE-8","3","True","PE-08-03","Visitor Access Records | Limit Personally Identifiable Information Elements","False","True","False","False","False"
"PE-9","PE","PE-9","","False","PE-09-00","Power Equipment and Cabling","False","False","False","True","True"
"PE-9(1)","PE","PE-9","1","True","PE-09-01","Power Equipment and Cabling | Redundant Cabling","False","False","False","False","False"
"PE-9(2)","PE","PE-9","2","True","PE-09-02","Power Equipment and Cabling | Automatic Voltage Controls","False","False","False","False","False"
"PE-10","PE","PE-10","","False","PE-10-00","Emergency Shutoff","False","False","False","True","True"
"PE-10(1)","PE","PE-10","1","True","PE-10-01","Emergency Shutoff | Accidental and Unauthorized Activation","False","False","False","False","False"
"PE-11","PE","PE-11","","False","PE-11-00","Emergency Power","False","False","False","True","True"
"PE-11(1)","PE","PE-11","1","True","PE-11-01","Emergency Power | Alternate Power Supply — Minimal Operational Capability","False","False","False","False","True"
"PE-11(2)","PE","PE-11","2","True","PE-11-02","Emergency Power | Alternate Power Supply — Self-contained","False","False","False","False","False"
"PE-12","PE","PE-12","","False","PE-12-00","Emergency Lighting","False","False","True","True","True"
"PE-12(1)","PE","PE-12","1","True","PE-12-01","Emergency Lighting | Essential Mission and Business Functions","False","False","False","False","False"
"PE-13","PE","PE-13","","False","PE-13-00","Fire Protection","False","False","True","True","True"
"PE-13(1)","PE","PE-13","1","True","PE-13-01","Fire Protection | Detection Systems – Automatic Activation and Notification","False","False","False","True","True"
"PE-13(2)","PE","PE-13","2","True","PE-13-02","Fire Protection | Suppression Systems – Automatic Activation and Notification","False","False","False","False","True"
"PE-13(3)","PE","PE-13","3","True","PE-13-03","Fire Protection | Automatic Fire Suppression","False","False","False","False","False"
"PE-13(4)","PE","PE-13","4","True","PE-13-04","Fire Protection | Inspections","False","False","False","False","False"
"PE-14","PE","PE-14","","False","PE-14-00","Environmental Controls","False","False","True","True","True"
"PE-14(1)","PE","PE-14","1","True","PE-14-01","Environmental Controls | Automatic Controls","False","False","False","False","False"
"PE-14(2)","PE","PE-14","2","True","PE-14-02","Environmental Controls | Monitoring with Alarms and Notifications","False","False","False","False","False"
"PE-15","PE","PE-15","","False","PE-15-00","Water Damage Protection","False","False","True","True","True"
"PE-15(1)","PE","PE-15","1","True","PE-15-01","Water Damage Protection | Automation Support","False","False","False","False","True"
"PE-16","PE","PE-16","","False","PE-16-00","Delivery and Removal","False","False","True","True","True"
"PE-17","PE","PE-17","","False","PE-17-00","Alternate Work Site","False","False","False","True","True"
"PE-18","PE","PE-18","","False","PE-18-00","Location of System Components","False","False","False","False","True"
"PE-18(1)","PE","PE-18","1","True","PE-18-01","Location of System Components | Facility Site","False","False","False","False","False"
"PE-19","PE","PE-19","","False","PE-19-00","Information Leakage","False","False","False","False","False"
"PE-19(1)","PE","PE-19","1","True","PE-19-01","Information Leakage | National Emissions and Tempest Policies and Procedures","False","False","False","False","False"
"PE-20","PE","PE-20","","False","PE-20-00","Asset Monitoring and Tracking","False","False","False","False","False"
"PE-21","PE","PE-21","","False","PE-21-00","Electromagnetic Pulse Protection","False","False","False","False","False"
"PE-22","PE","PE-22","","False","PE-22-00","Component Marking","False","False","False","False","False"
"PE-23","PE","PE-23","","False","PE-23-00","Facility Location","False","False","False","False","False"
"PL-1","PL","PL-1","","False","PL-01-00","Policy and Procedures","False","True","True","True","True"
"PL-2","PL","PL-2","","False","PL-02-00","System Security and Privacy Plans","False","True","True","True","True"
"PL-2(1)","PL","PL-2","1","True","PL-02-01","System Security and Privacy Plans | Concept of Operations","False","False","False","False","False"
"PL-2(2)","PL","PL-2","2","True","PL-02-02","System Security and Privacy Plans | Functional Architecture","False","False","False","False","False"
"PL-2(3)","PL","PL-2","3","True","PL-02-03","System Security and Privacy Plans | Plan and Coordinate with Other Organizational Entities","False","False","False","False","False"
"PL-3","PL","PL-3","","False","PL-03-00","System Security Plan Update","False","False","False","False","False"
"PL-4","PL","PL-4","","False","PL-04-00","Rules of Behavior","False","True","True","True","True"
"PL-4(1)","PL","PL-4","1","True","PL-04-01","Rules of Behavior | Social Media and External Site/application Usage Restrictions","False","True","True","True","True"
"PL-5","PL","PL-5","","False","PL-05-00","Privacy Impact Assessment","False","False","False","False","False"
"PL-6","PL","PL-6","","False","PL-06-00","Security-related Activity Planning","False","False","False","False","False"
"PL-7","PL","PL-7","","False","PL-07-00","Concept of Operations","False","False","False","False","False"
"PL-8","PL","PL-8","","False","PL-08-00","Security and Privacy Architectures","False","True","False","True","True"
"PL-8(1)","PL","PL-8","1","True","PL-08-01","Security and Privacy Architectures | Defense in Depth","False","False","False","False","False"
"PL-8(2)","PL","PL-8","2","True","PL-08-02","Security and Privacy Architectures | Supplier Diversity","False","False","False","False","False"
"PL-9","PL","PL-9","","False","PL-09-00","Central Management","False","True","False","False","False"
"PL-10","PL","PL-10","","False","PL-10-00","Baseline Selection","False","False","True","True","True"
"PL-11","PL","PL-11","","False","PL-11-00","Baseline Tailoring","False","False","True","True","True"
"PM-1","PM","PM-1","","False","PM-01-00","Information Security Program Plan","False","False","False","False","False"
"PM-2","PM","PM-2","","False","PM-02-00","Information Security Program Leadership Role","False","False","False","False","False"
"PM-3","PM","PM-3","","False","PM-03-00","Information Security and Privacy Resources","False","True","False","False","False"
"PM-4","PM","PM-4","","False","PM-04-00","Plan of Action and Milestones Process","False","True","False","False","False"
"PM-5","PM","PM-5","","False","PM-05-00","System Inventory","False","False","False","False","False"
"PM-5(1)","PM","PM-5","1","True","PM-05-01","System Inventory | Inventory of Personally Identifiable Information","False","True","False","False","False"
"PM-6","PM","PM-6","","False","PM-06-00","Measures of Performance","False","True","False","False","False"
"PM-7","PM","PM-7","","False","PM-07-00","Enterprise Architecture","False","True","False","False","False"
"PM-7(1)","PM","PM-7","1","True","PM-07-01","Enterprise Architecture | Offloading","False","False","False","False","False"
"PM-8","PM","PM-8","","False","PM-08-00","Critical Infrastructure Plan","False","True","False","False","False"
"PM-9","PM","PM-9","","False","PM-09-00","Risk Management Strategy","False","True","False","False","False"
"PM-10","PM","PM-10","","False","PM-10-00","Authorization Process","False","True","False","False","False"
"PM-11","PM","PM-11","","False","PM-11-00","Mission and Business Process Definition","False","True","False","False","False"
"PM-12","PM","PM-12","","False","PM-12-00","Insider Threat Program","False","False","False","False","False"
"PM-13","PM","PM-13","","False","PM-13-00","Security and Privacy Workforce","False","True","False","False","False"
"PM-14","PM","PM-14","","False","PM-14-00","Testing, Training, and Monitoring","False","True","False","False","False"
"PM-15","PM","PM-15","","False","PM-15-00","Security and Privacy Groups and Associations","False","False","False","False","False"
"PM-16","PM","PM-16","","False","PM-16-00","Threat Awareness Program","False","False","False","False","False"
"PM-16(1)","PM","PM-16","1","True","PM-16-01","Threat Awareness Program | Automated Means for Sharing Threat Intelligence","False","False","False","False","False"
"PM-17","PM","PM-17","","False","PM-17-00","Protecting Controlled Unclassified Information on External Systems","False","True","False","False","False"
"PM-18","PM","PM-18","","False","PM-18-00","Privacy Program Plan","False","True","False","False","False"
"PM-19","PM","PM-19","","False","PM-19-00","Privacy Program Leadership Role","False","True","False","False","False"
"PM-20","PM","PM-20","","False","PM-20-00","Dissemination of Privacy Program Information","False","True","False","False","False"
"PM-20(1)","PM","PM-20","1","True","PM-20-01","Dissemination of Privacy Program Information | Privacy Policies on Websites, Applications, and Digital Services","False","True","False","False","False"
"PM-21","PM","PM-21","","False","PM-21-00","Accounting of Disclosures","False","True","False","False","False"
"PM-22","PM","PM-22","","False","PM-22-00","Personally Identifiable Information Quality Management","False","True","False","False","False"
"PM-23","PM","PM-23","","False","PM-23-00","Data Governance Body","False","False","False","False","False"
"PM-24","PM","PM-24","","False","PM-24-00","Data Integrity Board","False","True","False","False","False"
"PM-25","PM","PM-25","","False","PM-25-00","Minimization of Personally Identifiable Information Used in Testing, Training, and Research","False","True","False","False","False"
"PM-26","PM","PM-26","","False","PM-26-00","Complaint Management","False","True","False","False","False"
"PM-27","PM","PM-27","","False","PM-27-00","Privacy Reporting","False","True","False","False","False"
"PM-28","PM","PM-28","","False","PM-28-00","Risk Framing","False","True","False","False","False"
"PM-29","PM","PM-29","","False","PM-29-00","Risk Management Program Leadership Roles","False","False","False","False","False"
"PM-30","PM","PM-30","","False","PM-30-00","Supply Chain Risk Management Strategy","False","False","False","False","False"
"PM-30(1)","PM","PM-30","1","True","PM-30-01","Supply Chain Risk Management Strategy | Suppliers of Critical or Mission-essential Items","False","False","False","False","False"
"PM-31","PM","PM-31","","False","PM-31-00","Continuous Monitoring Strategy","False","True","False","False","False"
"PM-32","PM","PM-32","","False","PM-32-00","Purposing","False","False","False","False","False"
"PS-1","PS","PS-1","","False","PS-01-00","Policy and Procedures","False","False","True","True","True"
"PS-2","PS","PS-2","","False","PS-02-00","Position Risk Designation","False","False","True","True","True"
"PS-3","PS","PS-3","","False","PS-03-00","Personnel Screening","False","False","True","True","True"
"PS-3(1)","PS","PS-3","1","True","PS-03-01","Personnel Screening | Classified Information","False","False","False","False","False"
"PS-3(2)","PS","PS-3","2","True","PS-03-02","Personnel Screening | Formal Indoctrination","False","False","False","False","False"
"PS-3(3)","PS","PS-3","3","True","PS-03-03","Personnel Screening | Information with Special Protective Measures","False","False","False","False","False"
"PS-3(4)","PS","PS-3","4","True","PS-03-04","Personnel Screening | Citizenship Requirements","False","False","False","False","False"
"PS-4","PS","PS-4","","False","PS-04-00","Personnel Termination","False","False","True","True","True"
"PS-4(1)","PS","PS-4","1","True","PS-04-01","Personnel Termination | Post-employment Requirements","False","False","False","False","False"
"PS-4(2)","PS","PS-4","2","True","PS-04-02","Personnel Termination | Automated Actions","False","False","False","False","True"
"PS-5","PS","PS-5","","False","PS-05-00","Personnel Transfer","False","False","True","True","True"
"PS-6","PS","PS-6","","False","PS-06-00","Access Agreements","False","True","True","True","True"
"PS-6(1)","PS","PS-6","1","True","PS-06-01","Access Agreements | Information Requiring Special Protection","False","False","False","False","False"
"PS-6(2)","PS","PS-6","2","True","PS-06-02","Access Agreements | Classified Information Requiring Special Protection","False","False","False","False","False"
"PS-6(3)","PS","PS-6","3","True","PS-06-03","Access Agreements | Post-employment Requirements","False","False","False","False","False"
"PS-7","PS","PS-7","","False","PS-07-00","External Personnel Security","False","False","True","True","True"
"PS-8","PS","PS-8","","False","PS-08-00","Personnel Sanctions","False","False","True","True","True"
"PS-9","PS","PS-9","","False","PS-09-00","Position Descriptions","False","False","True","True","True"
"PT-1","PT","PT-1","","False","PT-01-00","Policy and Procedures","False","True","False","False","False"
"PT-2","PT","PT-2","","False","PT-02-00","Authority to Process Personally Identifiable Information","False","True","False","False","False"
"PT-2(1)","PT","PT-2","1","True","PT-02-01","Authority to Process Personally Identifiable Information | Data Tagging","False","False","False","False","False"
"PT-2(2)","PT","PT-2","2","True","PT-02-02","Authority to Process Personally Identifiable Information | Automation","False","False","False","False","False"
"PT-3","PT","PT-3","","False","PT-03-00","Personally Identifiable Information Processing Purposes","False","True","False","False","False"
"PT-3(1)","PT","PT-3","1","True","PT-03-01","Personally Identifiable Information Processing Purposes | Data Tagging","False","False","False","False","False"
"PT-3(2)","PT","PT-3","2","True","PT-03-02","Personally Identifiable Information Processing Purposes | Automation","False","False","False","False","False"
"PT-4","PT","PT-4","","False","PT-04-00","Consent","False","True","False","False","False"
"PT-4(1)","PT","PT-4","1","True","PT-04-01","Consent | Tailored Consent","False","False","False","False","False"
"PT-4(2)","PT","PT-4","2","True","PT-04-02","Consent | Just-in-time Consent","False","False","False","False","False"
"PT-4(3)","PT","PT-4","3","True","PT-04-03","Consent | Revocation","False","False","False","False","False"
"PT-5","PT","PT-5","","False","PT-05-00","Privacy Notice","False","True","False","False","False"
"PT-5(1)","PT","PT-5","1","True","PT-05-01","Privacy Notice | Just-in-time Notice","False","False","False","False","False"
"PT-5(2)","PT","PT-5","2","True","PT-05-02","Privacy Notice | Privacy Act Statements","False","True","False","False","False"
"PT-6","PT","PT-6","","False","PT-06-00","System of Records Notice","False","True","False","False","False"
"PT-6(1)","PT","PT-6","1","True","PT-06-01","System of Records Notice | Routine Uses","False","True","False","False","False"
"PT-6(2)","PT","PT-6","2","True","PT-06-02","System of Records Notice | Exemption Rules","False","True","False","False","False"
"PT-7","PT","PT-7","","False","PT-07-00","Specific Categories of Personally Identifiable Information","False","True","False","False","False"
"PT-7(1)","PT","PT-7","1","True","PT-07-01","Specific Categories of Personally Identifiable Information | Social Security Numbers","False","True","False","False","False"
"PT-7(2)","PT","PT-7","2","True","PT-07-02","Specific Categories of Personally Identifiable Information | First Amendment Information","False","True","False","False","False"
"PT-8","PT","PT-8","","False","PT-08-00","Computer Matching Requirements","False","True","False","False","False"
"RA-1","RA","RA-1","","False","RA-01-00","Policy and Procedures","False","True","True","True","True"
"RA-2","RA","RA-2","","False","RA-02-00","Security Categorization","False","False","True","True","True"
"RA-2(1)","RA","RA-2","1","True","RA-02-01","Security Categorization | Impact-level Prioritization","False","False","False","False","False"
"RA-3","RA","RA-3","","False","RA-03-00","Risk Assessment","False","True","True","True","True"
"RA-3(1)","RA","RA-3","1","True","RA-03-01","Risk Assessment | Supply Chain Risk Assessment","False","False","True","True","True"
"RA-3(2)","RA","RA-3","2","True","RA-03-02","Risk Assessment | Use of All-source Intelligence","False","False","False","False","False"
"RA-3(3)","RA","RA-3","3","True","RA-03-03","Risk Assessment | Dynamic Threat Awareness","False","False","False","False","False"
"RA-3(4)","RA","RA-3","4","True","RA-03-04","Risk Assessment | Predictive Cyber Analytics","False","False","False","False","False"
"RA-4","RA","RA-4","","False","RA-04-00","Risk Assessment Update","False","False","False","False","False"
"RA-5","RA","RA-5","","False","RA-05-00","Vulnerability Monitoring and Scanning","False","False","True","True","True"
"RA-5(1)","RA","RA-5","1","True","RA-05-01","Vulnerability Monitoring and Scanning | Update Tool Capability","False","False","False","False","False"
"RA-5(2)","RA","RA-5","2","True","RA-05-02","Vulnerability Monitoring and Scanning | Update Vulnerabilities to Be Scanned","False","False","True","True","True"
"RA-5(3)","RA","RA-5","3","True","RA-05-03","Vulnerability Monitoring and Scanning | Breadth and Depth of Coverage","False","False","False","False","False"
"RA-5(4)","RA","RA-5","4","True","RA-05-04","Vulnerability Monitoring and Scanning | Discoverable Information","False","False","False","False","True"
"RA-5(5)","RA","RA-5","5","True","RA-05-05","Vulnerability Monitoring and Scanning | Privileged Access","False","False","False","True","True"
"RA-5(6)","RA","RA-5","6","True","RA-05-06","Vulnerability Monitoring and Scanning | Automated Trend Analyses","False","False","False","False","False"
"RA-5(7)","RA","RA-5","7","True","RA-05-07","Vulnerability Monitoring and Scanning | Automated Detection and Notification of Unauthorized Components","False","False","False","False","False"
"RA-5(8)","RA","RA-5","8","True","RA-05-08","Vulnerability Monitoring and Scanning | Review Historic Audit Logs","False","False","False","False","False"
"RA-5(9)","RA","RA-5","9","True","RA-05-09","Vulnerability Monitoring and Scanning | Penetration Testing and Analyses","False","False","False","False","False"
"RA-5(10)","RA","RA-5","10","True","RA-05-10","Vulnerability Monitoring and Scanning | Correlate Scanning Information","False","False","False","False","False"
"RA-5(11)","RA","RA-5","11","True","RA-05-11","Vulnerability Monitoring and Scanning | Public Disclosure Program","False","False","True","True","True"
