"NIST SP 800-53, Revision 5 Security and Privacy Controls for Information Systems and Organizations"
Related Controls
"IA-1, PM-9, PM-24, PS-8, SI-12 ."
"AC-3, AC-5, AC-6, AC-17, AC-18, AC-20, AC-24, AU-2, AU-12, CM-5, IA-2, IA-4, IA-5, IA-8, MA-3, MA-5, PE-2, PL-4, PS-2, PS-4, PS-5, PS-7, PT-2, PT-3, SC-7, SC-12, SC-13, SC-37."
None.
None.
None.
"AU-2, AU-6."
AC-11.
AC-16.
None.
AC-16.
None.
""
None.
"AU-6, AU-7, CA-7, IR-8, SI-4."
"AU-6, SI-4."
"AC-2, AC-4, AC-5, AC-6, AC-16, AC-17, AC-18, AC-19, AC-20, AC-21, AC-22, AC-24, AC-25, AT-2, AT-3, AU-9, CA-9, CM-5, CM-11, IA-2, IA-5, IA-6, IA-7, IA-11, MA-3, MA-4, MA-5, MP-4, PM-2, PS-3, PT-2, PT-3, SA-17, SC-2, SC-3, SC-4, SC-12, SC-13, SC-28, SC-31, SC-34, SI-4, SI-8."
""
"CP-9, MP-6."
SC-7.
None.
"CM-6, SC-39."
""
None.
None.
"CA-3, PT-7, PT-8, SA-9, SC-16."
"AU-2, AU-6, AU-10, AU-12, AU-14."
"CM-8, CM-12, CM-13, PM-5."
CM-7.
None.
"IA-8, PM-22, PM-20, PM-21, PT-6."
"SC-2, SC-3, AC-4."
"AC-3, AC-6, AC-16, AC-17, AC-19, AC-21, AU-10, CA-3, CA-9, CM-7, PL-9, PM-24, SA-17, SC-4, SC-7, SC-16, SC-31."
None.
SC-39.
SI-4.
SI-4.
None.
"AC-16, SI-7."
None.
None.
None.
None.
None.
None.
None.
None.
SI-3.
""
"IA-2, IA-3, IA-9."
""
None.
None.
SC-32.
None.
None.
None.
MP-6.
"AU-2, AU-3, AU-12."
None.
None.
None.
None.
None.
None.
"AC-2, AC-3, AC-6, AU-9, CM-5, CM-11, CP-9, IA-2, IA-4, IA-5, IA-12, MA-3, MA-5, PS-2, SA-8, SA-17."
"AC-2, AC-3, AC-5, AC-16, CM-5, CM-11, PL-2, PM-12, SA-8, SA-15, SA-17, SC-38."
"AC-17, AC-18, AC-19, AU-9, PE-2."
"AC-17, AC-18, AC-19, PL-4."
"AC-17, AC-18, AC-19."
"AC-4, SC-2, SC-3, SC-30, SC-32, SC-39."
"IA-2, MA-3, MA-4."
"AC-18, AC-19, IA-2, IA-8."
CA-7.
None.
"AU-2, AU-3, AU-12."
None.
"AC-2, AC-9, AU-2, AU-6, IA-5."
""
"AC-19, MP-5, MP-6."
IA-3.
IA-3.
"AC-14, PL-4, SI-4."
"AC-7, PL-4."
None.
None.
None.
None.
SC-23.
"AC-2, AC-7, IA-11, PL-4."
None.
"MA-4, SC-10, SC-23."
None.
None.
None.
""
"AC-8, IA-2, PL-2."
""
""
"AC-3, AC-4, AC-6, AC-21, AC-25, AU-2, AU-10, MP-3, PE-22, PT-2, PT-3, PT-4, SC-11, SC-16, SI-12, SI-18."
None.
None.
None.
None.
None.
None.
None.
"SC-12, SC-13."
None.
None.
"AC-2, AC-3, AC-4, AC-18, AC-19, AC-20, CA-3, CM-10, IA-2, IA-3, IA-8, MA-4, PE-17, PL-2, PL-4, SC-10, SC-12, SC-13, SI-4."
"AU-2, AU-6, AU-12, AU-14."
"SC-8, SC-12, SC-13."
SC-7.
"AC-6, SC-12, SC-13."
""
"AT-2, AT-3, PS-6."
""
""
None.
"SC-12, SC-13, SC-23."
"AC-2, AC-3, AC-17, AC-19, CA-9, CM-7, IA-2, IA-3, IA-8, PL-4, SC-40, SC-43, SI-4."
"SC-8, SC-12, SC-13."
""
None.
"SC-7, SC-15."
PE-19.
"AC-3, AC-4, AC-7, AC-11, AC-17, AC-18, AC-20, CA-9, CM-2, CM-6, IA-2, IA-3, MP-2, MP-4, MP-5, MP-7, PL-4, SC-7, SC-34, SC-43, SI-3, SI-4."
""
""
""
"CM-8, IR-4."
"SC-12, SC-13, SC-28."
"AC-2, AC-3, AC-17, AC-19, CA-3, PL-2, PL-4, SA-9, SC-7."
CA-2.
"MP-7, SC-41."
None.
None.
"MP-7, PL-4, PS-6, SC-41."
"AC-3, AC-4, AC-16, PT-2, PT-7, RA-3, SC-15."
None.
None.
"AC-3, AT-2, AT-3, AU-13."
"PM-12, PT-2."
"AC-2, AC-3."
AU-10.
None.
"AC-3, AC-16, SA-8, SA-17, SC-3, SC-11, SC-39, SI-13."
"PM-9, PS-8, SI-12."
"AC-3, AC-17, AC-22, AT-3, AT-4, CP-3, IA-4, IR-2, IR-7, IR-9, PL-4, PM-13, PM-21, PS-7, PT-2, SA-8, SA-16."
"CA-2, CA-7, CP-4, IR-3."
PM-12.
None.
None.
None.
RA-3.
"AC-3, AC-17, AC-22, AT-2, AT-4, CP-3, IR-2, IR-4, IR-7, IR-9, PL-4, PM-13, PM-23, PS-7, PS-9, SA-3, SA-8, SA-11, SA-16, SR-5, SR-6, SR-11."
"PE-1, PE-11, PE-13, PE-14, PE-15."
"PE-2, PE-3, PE-4."
None.
""
"PT-2, PT-3, PT-5, PT-6."
"AT-2, AT-3, CP-3, IR-2, PM-14, SI-12."
""
None.
"PM-9, PS-8, SI-12."
