"schedule","title","content"
"","","Schedule A1Processing in reliance on relevant international lawSection 9AThis condition is met where the processing is necessary for the purposes of responding to a request made in accordance with the Agreement between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of the United States of America on Access to Electronic Data for the Purpose of Countering Serious Crime, signed on 3 October 2019."
"","","SCHEDULE 1Special categories of personal data and criminal convictions etc data Section 10PART 1Conditions relating to employment, health and research etcEmployment, social security and social protection11This condition is met if—athe processing is necessary for the purposes of performing or exercising obligations or rights which are imposed or conferred by law on the controller or the data subject in connection with employment, social security or social protection, andbwhen the processing is carried out, the controller has an appropriate policy document in place (see paragraph 39 in Part 4 of this Schedule).2See also the additional safeguards in Part 4 of this Schedule.3In this paragraph—“social security” includes any of the branches of social security listed in Article 3(1) of Regulation (EC) No. 883/2004 of the European Parliament and of the Council on the co-ordination of social security systems (as amended from time to time);“social protection” includes an intervention described in Article 2(b) of Regulation (EC) 458/2007 of the European Parliament and of the Council of 25 April 2007 on the European system of integrated social protection statistics (ESSPROS) as it had effect in EU law immediately before IP completion day.Health or social care purposes21This condition is met if the processing is necessary for health or social care purposes.2In this paragraph “health or social care purposes” means the purposes of—apreventive or occupational medicine,bthe assessment of the working capacity of an employee,cmedical diagnosis,dthe provision of health care or treatment,ethe provision of social care, orfthe management of health care systems or services or social care systems or services.3See also the conditions and safeguards in Article 9(3) of the UK GDPR (obligations of secrecy) and section 11(1).Public health3This condition is met if the processing—ais necessary for reasons of public interest in the area of public health, andbis carried out—iby or under the responsibility of a health professional, oriiby another person who in the circumstances owes a duty of confidentiality under an enactment or rule of law.Research etc4This condition is met if the processing—ais necessary for archiving purposes, scientific or historical research purposes or statistical purposes,bis carried out in accordance with Article 84B of the UK GDPR, andcis in the public interest.PART 2Substantial public interest conditionsRequirement for an appropriate policy document when relying on conditions in this Part51Except as otherwise provided, a condition in this Part of this Schedule is met only if, when the processing is carried out, the controller has an appropriate policy document in place (see paragraph 39 in Part 4 of this Schedule).2See also the additional safeguards in Part 4 of this Schedule.Statutory etc and government purposes61This condition is met if the processing—ais necessary for a purpose listed in sub-paragraph (2), andbis necessary for reasons of substantial public interest.2Those purposes are—athe exercise of a function conferred on a person by an enactment or rule of law;bthe exercise of a function of the Crown, a Minister of the Crown or a government department.Administration of justice and parliamentary purposes7This condition is met if the processing is necessary—afor the administration of justice, orbfor the exercise of a function of either House of Parliament.Equality of opportunity or treatment81This condition is met if the processing—ais of a specified category of personal data, andbis necessary for the purposes of identifying or keeping under review the existence or absence of equality of opportunity or treatment between groups of people specified in relation to that category with a view to enabling such equality to be promoted or maintained,subject to the exceptions in sub-paragraphs (3) to (5).2In sub-paragraph (1), “specified” means specified in the following table—Category of personal dataGroups of people (in relation to a category of personal data)Personal data revealing racial or ethnic originPeople of different racial or ethnic originsPersonal data revealing religious or philosophical beliefsPeople holding different religious or philosophical beliefsData concerning healthPeople with different states of physical or mental healthPersonal data concerning an individual's sexual orientationPeople of different sexual orientation3Processing does not meet the condition in sub-paragraph (1) if it is carried out for the purposes of measures or decisions with respect to a particular data subject.4Processing does not meet the condition in sub-paragraph (1) if it is likely to cause substantial damage or substantial distress to an individual.5Processing does not meet the condition in sub-paragraph (1) if—aan individual who is the data subject (or one of the data subjects) has given notice in writing to the controller requiring the controller not to process personal data in respect of which the individual is the data subject (and has not given notice in writing withdrawing that requirement),bthe notice gave the controller a reasonable period in which to stop processing such data, andcthat period has ended.Racial and ethnic diversity at senior levels of organisations91This condition is met if the processing—ais of personal data revealing racial or ethnic origin,bis carried out as part of a process of identifying suitable individuals to hold senior positions in a particular organisation, a type of organisation or organisations generally,cis necessary for the purposes of promoting or maintaining diversity in the racial and ethnic origins of individuals who hold senior positions in the organisation or organisations, anddcan reasonably be carried out without the consent of the data subject,subject to the exception in sub-paragraph (3).2For the purposes of sub-paragraph (1)(d), processing can reasonably be carried out without the consent of the data subject only where—athe controller cannot reasonably be expected to obtain the consent of the data subject, andbthe controller is not aware of the data subject withholding consent.3Processing does not meet the condition in sub-paragraph (1) if it is likely to cause substantial damage or substantial distress to an individual.4For the purposes of this paragraph, an individual holds a senior position in an organisation if the individual—aholds a position listed in sub-paragraph (5), orbdoes not hold such a position but is a senior manager of the organisation.5Those positions are—aa director, secretary or other similar officer of a body corporate;ba member of a limited liability partnership;ca partner in a partnership within the Partnership Act 1890, a limited partnership registered under the Limited Partnerships Act 1907 or an entity of a similar character formed under the law of a country or territory outside the United Kingdom.6In this paragraph, “senior manager”, in relation to an organisation, means a person who plays a significant role in—athe making of decisions about how the whole or a substantial part of the organisation's activities are to be managed or organised, orbthe actual managing or organising of the whole or a substantial part of those activities.7The reference in sub-paragraph (2)(b) to a data subject withholding consent does not include a data subject merely failing to respond to a request for consent.Preventing etc unlawful acts101This condition is met if the processing—ais necessary for the purposes of the prevention , investigation or detection of an unlawful act,bmust be carried out without the consent of the data subject so as not to prejudice those purposes, andcis necessary for reasons of substantial public interest.2If the processing consists of the disclosure of personal data to a competent authority, or is carried out in preparation for such disclosure, the condition in sub-paragraph (1) is met even if, when the processing is carried out, the controller does not have an appropriate policy document in place (see paragraph 5 of this Schedule).3In this paragraph—“act” includes a failure to act;“competent authority” has the same meaning as in Part 3 of this Act (see section 30).Protecting the public against dishonesty etc111This condition is met if the processing—ais necessary for the exercise of a protective function,bmust be carried out without the consent of the data subject so as not to prejudice the exercise of that function, andcis necessary for reasons of substantial public interest.2In this paragraph, “protective function” means a function which is intended to protect members of the public against—adishonesty, malpractice or other seriously improper conduct,bunfitness or incompetence,cmismanagement in the administration of a body or association, ordfailures in services provided by a body or association.Regulatory requirements relating to unlawful acts and dishonesty etc121This condition is met if—athe processing is necessary for the purposes of complying with, or assisting other persons to comply with, a regulatory requirement which involves a person taking steps to establish whether another person has—icommitted an unlawful act, oriibeen involved in dishonesty, malpractice or other seriously improper conduct,bin the circumstances, the controller cannot reasonably be expected to obtain the consent of the data subject to the processing, andcthe processing is necessary for reasons of substantial public interest.2In this paragraph—“act” includes a failure to act;“regulatory requirement” means—a requirement imposed by legislation or by a person in exercise of a function conferred by legislation, ora requirement forming part of generally accepted principles of good practice relating to a type of body or an activity.Journalism etc in connection with unlawful acts and dishonesty etc131This condition is met if—athe processing consists of , or is carried out in preparation for, the disclosure of personal data for the special purposes,bit is carried out in connection with a matter described in sub-paragraph (2),cit is necessary for reasons of substantial public interest,dit is carried out with a view to the publication of the personal data by any person, andethe controller reasonably believes that publication of the personal data would be in the public interest.2The matters mentioned in sub-paragraph (1)(b) are any of the following (whether alleged or established)—athe commission of an unlawful act by a person;bdishonesty, malpractice or other seriously improper conduct of a person;cunfitness or incompetence of a person;dmismanagement in the administration of a body or association;ea failure in services provided by a body or association.3The condition in sub-paragraph (1) is met even if, when the processing is carried out, the controller does not have an appropriate policy document in place (see paragraph 5 of this Schedule).4In this paragraph—“act” includes a failure to act;“the special purposes” means—the purposes of journalism;academic purposes;artistic purposes;literary purposes.Preventing fraud141This condition is met if the processing—ais necessary for the purposes of preventing fraud or a particular kind of fraud, andbconsists of—ithe disclosure of personal data by a person as a member of an anti-fraud organisation,iithe disclosure of personal data in accordance with arrangements made by an anti-fraud organisation,iiathe processing of personal data carried out in preparation for disclosure described in sub-paragraph (i) or (ii), oriiithe processing of personal data disclosed as described in sub-paragraph (i) or (ii).2In this paragraph, “anti-fraud organisation” has the same meaning as in section 68 of the Serious Crime Act 2007.Suspicion of terrorist financing or money laundering15This condition is met if the processing is necessary for the purposes of making a disclosure in good faith under either of the following—asection 21CA of the Terrorism Act 2000 (disclosures between certain entities within regulated sector in relation to suspicion of commission of terrorist financing offence or for purposes of identifying terrorist property);bsection 339ZB of the Proceeds of Crime Act 2002 (disclosures within regulated sector in relation to suspicion of money laundering).Support for individuals with a particular disability or medical condition161This condition is met if the processing—ais carried out by a not-for-profit body which provides support to individuals with a particular disability or medical condition,bis of a type of personal data falling within sub-paragraph (2) which relates to an individual falling within sub-paragraph (3),cis necessary for the purposes of—iraising awareness of the disability or medical condition, oriiproviding support to individuals falling within sub-paragraph (3) or enabling such individuals to provide support to each other,dcan reasonably be carried out without the consent of the data subject, andeis necessary for reasons of substantial public interest.2The following types of personal data fall within this sub-paragraph—apersonal data revealing racial or ethnic origin;bgenetic data or biometric data;cdata concerning health;dpersonal data concerning an individual's sex life or sexual orientation.3An individual falls within this sub-paragraph if the individual is or has been a member of the body mentioned in sub-paragraph (1)(a) and—ahas the disability or condition mentioned there, has had that disability or condition or has a significant risk of developing that disability or condition, orbis a relative or carer of an individual who satisfies paragraph (a) of this sub-paragraph.4For the purposes of sub-paragraph (1)(d), processing can reasonably be carried out without the consent of the data subject only where—athe controller cannot reasonably be expected to obtain the consent of the data subject, andbthe controller is not aware of the data subject withholding consent.5In this paragraph—“carer” means an individual who provides or intends to provide care for another individual other than—under or by virtue of a contract, oras voluntary work;“disability” has the same meaning as in the Equality Act 2010 (see section 6 of, and Schedule 1 to, that Act).6The reference in sub-paragraph (4)(b) to a data subject withholding consent does not include a data subject merely failing to respond to a request for consent.Counselling etc171This condition is met if the processing—ais necessary for the provision of confidential counselling, advice or support or of another similar service provided confidentially,bis carried out without the consent of the data subject for one of the reasons listed in sub-paragraph (2), andcis necessary for reasons of substantial public interest.2The reasons mentioned in sub-paragraph (1)(b) are—ain the circumstances, consent to the processing cannot be given by the data subject;bin the circumstances, the controller cannot reasonably be expected to obtain the consent of the data subject to the processing;cthe processing must be carried out without the consent of the data subject because obtaining the consent of the data subject would prejudice the provision of the service mentioned in sub-paragraph (1)(a).Safeguarding of children and of individuals at risk181This condition is met if—athe processing is necessary for the purposes of—iprotecting an individual from neglect or physical, mental or emotional harm, oriiprotecting the physical, mental or emotional well-being of an individual,bthe individual is—iaged under 18, oriiaged 18 or over and at risk,cthe processing is carried out without the consent of the data subject for one of the reasons listed in sub-paragraph (2), anddthe processing is necessary for reasons of substantial public interest.2The reasons mentioned in sub-paragraph (1)(c) are—ain the circumstances, consent to the processing cannot be given by the data subject;bin the circumstances, the controller cannot reasonably be expected to obtain the consent of the data subject to the processing;cthe processing must be carried out without the consent of the data subject because obtaining the consent of the data subject would prejudice the provision of the protection mentioned in sub-paragraph (1)(a).3For the purposes of this paragraph, an individual aged 18 or over is “at risk” if the controller has reasonable cause to suspect that the individual—ahas needs for care and support,bis experiencing, or at risk of, neglect or physical, mental or emotional harm, andcas a result of those needs is unable to protect himself or herself against the neglect or harm or the risk of it.4In sub-paragraph (1)(a), the reference to the protection of an individual or of the well-being of an individual includes both protection relating to a particular individual and protection relating to a type of individual.Safeguarding of economic well-being of certain individuals191This condition is met if the processing—ais necessary for the purposes of protecting the economic well-being of an individual at economic risk who is aged 18 or over,bis of data concerning health,cis carried out without the consent of the data subject for one of the reasons listed in sub-paragraph (2), anddis necessary for reasons of substantial public interest.2The reasons mentioned in sub-paragraph (1)(c) are—ain the circumstances, consent to the processing cannot be given by the data subject;bin the circumstances, the controller cannot reasonably be expected to obtain the consent of the data subject to the processing;cthe processing must be carried out without the consent of the data subject because obtaining the consent of the data subject would prejudice the provision of the protection mentioned in sub-paragraph (1)(a).3In this paragraph, “individual at economic risk” means an individual who is less able to protect his or her economic well-being by reason of physical or mental injury, illness or disability.Insurance201This condition is met if the processing—ais necessary for an insurance purpose,bis of personal data revealing racial or ethnic origin, religious or philosophical beliefs or trade union membership, genetic data or data concerning health, andcis necessary for reasons of substantial public interest,subject to sub-paragraphs (2) and (3).2Sub-paragraph (3) applies where—athe processing is not carried out for the purposes of measures or decisions with respect to the data subject, andbthe data subject does not have and is not expected to acquire—irights against, or obligations in relation to, a person who is an insured person under an insurance contract to which the insurance purpose mentioned in sub-paragraph (1)(a) relates, oriiother rights or obligations in connection with such a contract.3Where this sub-paragraph applies, the processing does not meet the condition in sub-paragraph (1) unless, in addition to meeting the requirements in that sub-paragraph, it can reasonably be carried out without the consent of the data subject.4For the purposes of sub-paragraph (3), processing can reasonably be carried out without the consent of the data subject only where—athe controller cannot reasonably be expected to obtain the consent of the data subject, andbthe controller is not aware of the data subject withholding consent.5In this paragraph—“insurance contract” means a contract of general insurance or long-term insurance;“insurance purpose” means—advising on, arranging, underwriting or administering an insurance contract,administering a claim under an insurance contract, orexercising a right, or complying with an obligation, arising in connection with an insurance contract, including a right or obligation arising under an enactment or rule of law.6The reference in sub-paragraph (4)(b) to a data subject withholding consent does not include a data subject merely failing to respond to a request for consent.7Terms used in the definition of “insurance contract” in sub-paragraph (5) and also in an order made under section 22 of the Financial Services and Markets Act 2000 (regulated activities) have the same meaning in that definition as they have in that order.Occupational pensions211This condition is met if the processing—ais necessary for the purpose of making a determination in connection with eligibility for, or benefits payable under, an occupational pension scheme,bis of data concerning health which relates to a data subject who is the parent, grandparent, great-grandparent or sibling of a member of the scheme,cis not carried out for the purposes of measures or decisions with respect to the data subject, anddcan reasonably be carried out without the consent of the data subject.2For the purposes of sub-paragraph (1)(d), processing can reasonably be carried out without the consent of the data subject only where—athe controller cannot reasonably be expected to obtain the consent of the data subject, andbthe controller is not aware of the data subject withholding consent.3In this paragraph—“occupational pension scheme” has the meaning given in section 1 of the Pension Schemes Act 1993;“member”, in relation to a scheme, includes an individual who is seeking to become a member of the scheme.4The reference in sub-paragraph (2)(b) to a data subject withholding consent does not include a data subject merely failing to respond to a request for consent.Political parties221This condition is met if the processing—ais of personal data revealing political opinions,bis carried out by a person or organisation included in the register maintained under section 23 of the Political Parties, Elections and Referendums Act 2000, andcis necessary for the purposes of the person's or organisation's political activities,subject to the exceptions in sub-paragraphs (2) and (3).2Processing does not meet the condition in sub-paragraph (1) if it is likely to cause substantial damage or substantial distress to a person.3Processing does not meet the condition in sub-paragraph (1) if—aan individual who is the data subject (or one of the data subjects) has given notice in writing to the controller requiring the controller not to process personal data in respect of which the individual is the data subject (and has not given notice in writing withdrawing that requirement),bthe notice gave the controller a reasonable period in which to stop processing such data, andcthat period has ended.4In this paragraph, “political activities” include campaigning, fund-raising, political surveys and case-work.Elected representatives responding to requests231This condition is met if—athe processing is carried out—iby an elected representative or a person acting with the authority of such a representative,iiin connection with the discharge of the elected representative's functions, andiiiin response to a request by an individual that the elected representative take action on behalf of the individual, andbthe processing is necessary for the purposes of, or in connection with, the action reasonably taken by the elected representative in response to that request,subject to sub-paragraph (2).2Where the request is made by an individual other than the data subject, the condition in sub-paragraph (1) is met only if the processing must be carried out without the consent of the data subject for one of the following reasons—ain the circumstances, consent to the processing cannot be given by the data subject;bin the circumstances, the elected representative cannot reasonably be expected to obtain the consent of the data subject to the processing;cobtaining the consent of the data subject would prejudice the action taken by the elected representative;dthe processing is necessary in the interests of another individual and the data subject has withheld consent unreasonably.3In this paragraph, “elected representative” means—aa member of the House of Commons;ba member of the National Assembly for Wales;ca member of the Scottish Parliament;da member of the Northern Ireland Assembly;e. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .fan elected member of a local authority within the meaning of section 270(1) of the Local Government Act 1972, namely—iin England, a county council, a district council, a London borough council or a parish council;iiin Wales, a county council, a county borough council or a community council;gan elected mayor of a local authority within the meaning of Part 1A or 2 of the Local Government Act 2000;ha mayor for the area of a combined authority established under section 103 of the Local Democracy, Economic Development and Construction Act 2009;haa mayor for the area of a combined county authority established under section 9(1) of the Levelling-up and Regeneration Act 2023;ithe Mayor of London or an elected member of the London Assembly;jan elected member of—ithe Common Council of the City of London, oriithe Council of the Isles of Scilly;kan elected member of a council constituted under section 2 of the Local Government etc (Scotland) Act 1994;lan elected member of a district council within the meaning of the Local Government Act (Northern Ireland) 1972 (c. 9 (N.I.));ma police and crime commissioner.4For the purposes of sub-paragraph (3), a person who is—aa member of the House of Commons immediately before Parliament is dissolved,ba member of the National Assembly for Wales immediately before that Assembly is dissolved,ca member of the Scottish Parliament immediately before that Parliament is dissolved, orda member of the Northern Ireland Assembly immediately before that Assembly is dissolved,is to be treated as if the person were such a member until the end of the period of 30 days beginning with the day after the day on which the subsequent general election in relation to that Parliament or Assembly is held.5For the purposes of sub-paragraph (3), a person who is an elected member of the Common Council of the City of London and whose term of office comes to an end at the end of the day preceding the annual Wardmotes is to be treated as if he or she were such a member until the end of the fourth day after the day on which those Wardmotes are held.Disclosure to elected representatives241This condition is met if—athe processing consists of , or is carried out in preparation for, the disclosure of personal data—ito an elected representative or a person acting with the authority of such a representative, andiiin response to a communication to the controller from that representative or person which was made in response to a request from an individual,bthe personal data is relevant to the subject matter of that communication, andcthe disclosure is necessary for the purpose of responding to that communication,subject to sub-paragraph (2).2Where the request to the elected representative came from an individual other than the data subject, the condition in sub-paragraph (1) is met only if the disclosure must be made without the consent of the data subject for one of the following reasons—ain the circumstances, consent to the processing cannot be given by the data subject;bin the circumstances, the elected representative cannot reasonably be expected to obtain the consent of the data subject to the processing;cobtaining the consent of the data subject would prejudice the action taken by the elected representative;dthe processing is necessary in the interests of another individual and the data subject has withheld consent unreasonably.3In this paragraph, “elected representative” has the same meaning as in paragraph 23.Informing elected representatives about prisoners251This condition is met if—athe processing consists of the processing of personal data about a prisoner for the purpose of informing a member of the House of Commons, a member of the National Assembly for Wales or a member of the Scottish Parliament about the prisoner, andbthe member is under an obligation not to further disclose the personal data.2The references in sub-paragraph (1) to personal data about, and to informing someone about, a prisoner include personal data about, and informing someone about, arrangements for the prisoner's release.3In this paragraph—“prison” includes a young offender institution, a remand centre, a secure training centre or a secure college;“prisoner” means a person detained in a prison.Publication of legal judgments26This condition is met if the processing—aconsists of the publication of a judgment or other decision of a court or tribunal, orbis necessary for the purposes of publishing such a judgment or decision.Anti-doping in sport271This condition is met if the processing is necessary—afor the purposes of measures designed to eliminate doping which are undertaken by or under the responsibility of a body or association that is responsible for eliminating doping in a sport, at a sporting event or in sport generally, orbfor the purposes of providing information about doping, or suspected doping, to such a body or association.2The reference in sub-paragraph (1)(a) to measures designed to eliminate doping includes measures designed to identify or prevent doping.3If the processing consists of the disclosure of personal data to a body or association described in sub-paragraph (1)(a), or is carried out in preparation for such disclosure, the condition in sub-paragraph (1) is met even if, when the processing is carried out, the controller does not have an appropriate policy document in place (see paragraph 5 of this Schedule).Standards of behaviour in sport281This condition is met if the processing—ais necessary for the purposes of measures designed to protect the integrity of a sport or a sporting event,bmust be carried out without the consent of the data subject so as not to prejudice those purposes, andcis necessary for reasons of substantial public interest.2In sub-paragraph (1)(a), the reference to measures designed to protect the integrity of a sport or a sporting event is a reference to measures designed to protect a sport or a sporting event against—adishonesty, malpractice or other seriously improper conduct, orbfailure by a person participating in the sport or event in any capacity to comply with standards of behaviour set by a body or association with responsibility for the sport or event.PART 3Additional conditions relating to criminal convictions etcConsent29This condition is met if the data subject has given consent to the processing.Protecting individual's vital interests30This condition is met if—athe processing is necessary to protect the vital interests of an individual, andbthe data subject is physically or legally incapable of giving consent.Processing by not-for-profit bodies31This condition is met if the processing is carried out—ain the course of its legitimate activities with appropriate safeguards by a foundation, association or other not-for-profit body with a political, philosophical, religious or trade union aim, andbon condition that—ithe processing relates solely to the members or to former members of the body or to persons who have regular contact with it in connection with its purposes, andiithe personal data is not disclosed outside that body without the consent of the data subjects.Personal data in the public domain32This condition is met if the processing relates to personal data which is manifestly made public by the data subject.Legal claims33This condition is met if the processing—ais necessary for the purpose of, or in connection with, any legal proceedings (including prospective legal proceedings),bis necessary for the purpose of obtaining legal advice, orcis otherwise necessary for the purposes of establishing, exercising or defending legal rights.Judicial acts34This condition is met if the processing is necessary when a court or tribunal is acting in its judicial capacity.Administration of accounts used in commission of indecency offences involving children351This condition is met if—athe processing is of personal data about a conviction or caution for an offence listed in sub-paragraph (2),bthe processing is necessary for the purpose of administering an account relating to the payment card used in the commission of the offence or cancelling that payment card, andcwhen the processing is carried out, the controller has an appropriate policy document in place (see paragraph 39 in Part 4 of this Schedule).2Those offences are an offence under—asection 1 of the Protection of Children Act 1978 (indecent photographs of children),bArticle 3 of the Protection of Children (Northern Ireland) Order 1978 (S.I. 1978/1047 (N.I. 17)) (indecent photographs of children),csection 52 of the Civic Government (Scotland) Act 1982 (indecent photographs etc of children),dsection 160 of the Criminal Justice Act 1988 (possession of indecent photograph of child),eArticle 15 of the Criminal Justice (Evidence etc) (Northern Ireland) Order 1988 (S.I. 1988/1847 (N.I. 17)) (possession of indecent photograph of child), orfsection 62 of the Coroners and Justice Act 2009 (possession of prohibited images of children),or incitement to commit an offence under any of those provisions.3See also the additional safeguards in Part 4 of this Schedule.4In this paragraph—“caution” means a caution given to a person in England and Wales or Northern Ireland in respect of an offence which, at the time when the caution is given, is admitted;“conviction” has the same meaning as in the Rehabilitation of Offenders Act 1974 or the Rehabilitation of Offenders (Northern Ireland) Order 1978 (S.I. 1978/1908 (N.I. 27));“payment card” includes a credit card, a charge card and a debit card.Extension of conditions in Part 2 of this Schedule referring to substantial public interest36This condition is met if the processing would meet a condition in Part 2 of this Schedule but for an express requirement for the processing to be necessary for reasons of substantial public interest.Extension of insurance conditions37This condition is met if the processing—awould meet the condition in paragraph 20 in Part 2 of this Schedule (the “insurance condition”), orbwould meet the condition in paragraph 36 by virtue of the insurance condition,but for the requirement for the processing to be processing of a category of personal data specified in paragraph 20(1)(b).PART 4Appropriate policy document and additional safeguardsApplication of this Part of this Schedule38This Part of this Schedule makes provision about the processing of personal data carried out in reliance on a condition in Part 1, 2 or 3 of this Schedule which requires the controller to have an appropriate policy document in place when the processing is carried out.Requirement to have an appropriate policy document in place39The controller has an appropriate policy document in place in relation to the processing of personal data in reliance on a condition described in paragraph 38 if the controller has produced a document which—aexplains the controller's procedures for securing compliance with the principles in Article 5 of the UK GDPR (principles relating to processing of personal data) in connection with the processing of personal data in reliance on the condition in question, andbexplains the controller's policies as regards the retention and erasure of personal data processed in reliance on the condition, giving an indication of how long such personal data is likely to be retained.Additional safeguard: retention of appropriate policy document401Where personal data is processed in reliance on a condition described in paragraph 38, the controller must during the relevant period—aretain the appropriate policy document,breview and (if appropriate) update it from time to time, andcmake it available to the Commissioner, on request, without charge.2“Relevant period”, in relation to the processing of personal data in reliance on a condition described in paragraph 38, means a period which—abegins when the controller starts to carry out processing of personal data in reliance on that condition, andbends at the end of the period of 6 months beginning when the controller ceases to carry out such processing.Additional safeguard: record of processing41A record maintained by the controller, or the controller's representative, under Article 30 of the UK GDPR in respect of the processing of personal data in reliance on a condition described in paragraph 38 must include the following information—awhich condition is relied on,bhow the processing satisfies Article 6 of the UK GDPR (lawfulness of processing), andcwhether the personal data is retained and erased in accordance with the policies described in paragraph 39(b) and, if it is not, the reasons for not following those policies."
