"identifier","family","family_long_name","base_control","enhancement","is_enhancement","sort_as","control_name","assessment_objective","examine","interview","test"
"AU-13(01)_ODP","AU","","AU-13","1","True","AU-13-01-01","","automated mechanisms for monitoring open-source information and information sites are defined;","","",""
"AU-13(01)","AU","","AU-13","1","True","AU-13-01-02","","open-source information and information sites are monitored using <AU-13(01)_ODP automated mechanisms>.","","",""
"AU-13(02)","AU","","AU-13","2","True","AU-13-02-00","Monitoring for Information Disclosure | Review of Monitored Sites","Determine if:","[SELECT FROM: Audit and accountability policy; system security plan; privacy plan; procedures addressing information disclosure monitoring; system design documentation; system configuration settings and associated documentation; reviews for open-source information sites being monitored; system audit records; other relevant documents or records].","[SELECT FROM: Organizational personnel with responsibilities for monitoring open-source information sites; organizational personnel with information security and privacy responsibilities].","[SELECT FROM: Mechanisms implementing monitoring for information disclosure]."
"AU-13(02)_ODP","AU","","AU-13","2","True","AU-13-02-01","","the frequency at which to review the open-source information sites being monitored is defined;","","",""
"AU-13(02)","AU","","AU-13","2","True","AU-13-02-02","","the list of open-source information sites being monitored is reviewed <AU-13(02)_ODP frequency>.","","",""
"AU-13(03)","AU","","AU-13","3","True","AU-13-03-00","Monitoring for Information Disclosure | Unauthorized Replication of Information","Determine if:","[SELECT FROM: Audit and accountability policy; system security plan; privacy plan; procedures addressing information disclosure monitoring; procedures addressing information replication; system design documentation; system configuration settings and associated documentation; system audit records; training resources for staff to recognize the unauthorized use of organizational information; other relevant documents or records].","[SELECT FROM: Organizational personnel with responsibilities for monitoring unauthorized replication of information; organizational personnel with information security and privacy responsibilities].","[SELECT FROM: Discovery tools for identifying unauthorized information replication]."
"AU-13(03)","AU","","AU-13","3","True","AU-13-03-01","","discovery techniques, processes, and tools are employed to determine if external entities are replicating organizational information in an unauthorized manner.","","",""
"AU-14","AU","AUDIT AND ACCOUNTABILITY","AU-14","","False","AU-14-00-00","Session Audit","Determine if:","[SELECT FROM: Audit and accountability policy; system security plan; privacy plan; procedures addressing user session auditing; system design documentation; system configuration settings and associated documentation; system audit records; other relevant documents or records].","[SELECT FROM: Organizational personnel with information security and privacy responsibilities; system/network administrators; system developers; legal counsel; personnel with civil liberties responsibilities].","[SELECT FROM: Mechanisms implementing user session auditing capability]."
"AU-14_ODP[01]","AU","","AU-14","","False","AU-14-00-01","","users or roles who can audit the content of a user session are defined;","","",""
"AU-14_ODP[02]","AU","","AU-14","","False","AU-14-00-02","","one or more of the following PARAMETER VALUES is/are selected: {record; view; hear; log};","","",""
"AU-14_ODP[03]","AU","","AU-14","","False","AU-14-00-03","","circumstances under which the content of a user session can be audited are defined;","","",""
"AU-14a.[01]","AU","","AU-14","","False","AU-14-00-04","","<AU-14_ODP[01] users or roles> are provided with the capability to <AU-14_ODP[02] SELECTED PARAMETER VALUES> the content of a user session under <AU-14_ODP[03] circumstances>;","","",""
"AU-14a.[02]","AU","","AU-14","","False","AU-14-00-05","","the capability for <AU-14_ODP[01] users or roles> to <AU-14_ODP[02] SELECTED PARAMETER VALUES> the content of a user session under <AU-14_ODP[03] circumstances> is implemented;","","",""
"AU-14b.[01]","AU","","AU-14","","False","AU-14-00-06","","session auditing activities are developed in consultation with legal counsel and in accordance with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines;","","",""
"AU-14b.[02]","AU","","AU-14","","False","AU-14-00-07","","session auditing activities are integrated in consultation with legal counsel and in accordance with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines;","","",""
"AU-14b.[03]","AU","","AU-14","","False","AU-14-00-08","","session auditing activities are used in consultation with legal counsel and in accordance with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines;","","",""
"AU-14(01)","AU","","AU-14","1","True","AU-14-01-00","Session Audit | System Start-up","Determine if:","[SELECT FROM: Audit and accountability policy; system security plan; privacy plan; procedures addressing user session auditing; system design documentation; system configuration settings and associated documentation; system audit records; other relevant documents or records].","[SELECT FROM: Organizational personnel with information security and privacy responsibilities; system/network administrators; system developers].","[SELECT FROM: Mechanisms implementing user session auditing capability]."
"AU-14(01)","AU","","AU-14","1","True","AU-14-01-01","","session audits are initiated automatically at system start-up.","","",""
"AU-14(02)","AU","","AU-14","2","True","AU-14-02-00","Session Audit | Capture and Record Content","[WITHDRAWN: Incorporated into AU-14.]","","",""
"AU-14(03)","AU","","AU-14","3","True","AU-14-03-00","Session Audit | Remote Viewing and Listening","Determine if:","[SELECT FROM: Audit and accountability policy; system security plan; privacy plan; procedures addressing user session auditing; system design documentation; system configuration settings and associated documentation; system audit records; other relevant documents or records].","[SELECT FROM: Organizational personnel with information security and privacy responsibilities; system/network administrators; system developers; legal counsel; personnel with civil liberties responsibilities].","[SELECT FROM: Mechanisms implementing user session auditing capability]."
"AU-14(03)[01]","AU","","AU-14","3","True","AU-14-03-01","","the capability for authorized users to remotely view and hear content related to an established user session in real time is provided;","","",""
"AU-14(03)[02]","AU","","AU-14","3","True","AU-14-03-02","","the capability for authorized users to remotely view and hear content related to an established user session in real time is implemented.","","",""
"AU-15","AU","AUDIT AND ACCOUNTABILITY","AU-15","","False","AU-15-00-00","Alternate Audit Logging Capability","[WITHDRAWN: Moved to AU-05(05).]","","",""
"AU-16","AU","AUDIT AND ACCOUNTABILITY","AU-16","","False","AU-16-00-00","Cross-organizational Audit Logging","Determine if:","[SELECT FROM: Audit and accountability policy; system security plan; privacy plan; procedures addressing methods for coordinating audit information among external organizations; system design documentation; system configuration settings and associated documentation; system audit records; other relevant documents or records].","[SELECT FROM: Organizational personnel with responsibilities for coordinating audit information among external organizations; organizational personnel with information security and privacy responsibilities].","[SELECT FROM: Mechanisms implementing cross-organizational auditing]."
"AU-16_ODP[01]","AU","","AU-16","","False","AU-16-00-01","","methods for coordinating audit information among external organizations when audit information is transmitted across organizational boundaries are defined;","","",""
"AU-16_ODP[02]","AU","","AU-16","","False","AU-16-00-02","","audit information to be coordinated among external organizations when audit information is transmitted across organizational boundaries is defined;","","",""
"AU-16","AU","","AU-16","","False","AU-16-00-03","","<AU-16_ODP[01] methods> for coordinating <AU-16_ODP[02] audit information> among external organizations when audit information is transmitted across organizational boundaries are employed.","","",""
"AU-16(01)","AU","","AU-16","1","True","AU-16-01-00","Cross-organizational Audit Logging | Identity Preservation","Determine if:","[SELECT FROM: Audit and accountability policy; system security plan; privacy plan; procedures addressing cross-organizational audit trails; system design documentation; system configuration settings and associated documentation; system audit records; other relevant documents or records].","[SELECT FROM: Organizational personnel with cross-organizational audit responsibilities; organizational personnel with information security and privacy responsibilities].","[SELECT FROM: Mechanisms implementing cross-organizational auditing (if applicable)]."
"AU-16(01)","AU","","AU-16","1","True","AU-16-01-01","","the identity of individuals in cross-organizational audit trails is preserved.","","",""
"AU-16(02)","AU","","AU-16","2","True","AU-16-02-00","Cross-organizational Audit Logging | Sharing of Audit Information","Determine if:","[SELECT FROM: Audit and accountability policy; system security plan; privacy plan; procedures addressing cross-organizational sharing of audit information; information sharing agreements; other relevant documents or records].","[SELECT FROM: Organizational personnel with responsibilities for sharing cross-organizational audit information; organizational personnel with information security and privacy responsibilities].",""
"AU-16(02)_ODP[01]","AU","","AU-16","2","True","AU-16-02-01","","organizations with which cross-organizational audit information is to be shared are defined;","","",""
"AU-16(02)_ODP[02]","AU","","AU-16","2","True","AU-16-02-02","","cross-organizational sharing agreements to be used when providing cross-organizational audit information to organizations are defined;","","",""
"AU-16(02)","AU","","AU-16","2","True","AU-16-02-03","","cross-organizational audit information is provided to <AU-16(02)_ODP[01] organizations> based on <AU-16(02)_ODP[02] cross-organizational sharing agreements>.","","",""
"AU-16(03)","AU","","AU-16","3","True","AU-16-03-00","Cross-organizational Audit Logging | Disassociability","Determine if:","[SELECT FROM: Audit and accountability policy; system security plan; privacy plan; procedures addressing cross-organizational sharing of audit information; policy and/or procedures regarding the deidentification of PII; system design documentation; system configuration settings and associated documentation; system audit records; other relevant documents or records].","[SELECT FROM: Organizational personnel with responsibilities for sharing cross-organizational audit information; organizational personnel with information security and privacy responsibilities].","[SELECT FROM: Mechanisms implementing disassociability]."
"AU-16(03)_ODP","AU","","AU-16","3","True","AU-16-03-01","","measures to disassociate individuals from audit information transmitted across organizational boundaries are defined;","","",""
"AU-16(03)","AU","","AU-16","3","True","AU-16-03-02","","<AU-16(03)_ODP measures> are implemented to disassociate individuals from audit information transmitted across organizational boundaries.","","",""
"CA-01","CA","ASSESSMENT, AUTHORIZATION, AND MONITORING","CA-01","","False","CA-01-00-00","Policy and Procedures","Determine if:","[SELECT FROM: Assessment, authorization, and monitoring policy and procedures; system security plan; privacy plan; other relevant documents or records].","[SELECT FROM: Organizational personnel with assessment, authorization, and monitoring policy responsibilities; organizational personnel with information security and privacy responsibilities].",""
"CA-01_ODP[01]","CA","","CA-01","","False","CA-01-00-01","","personnel or roles to whom the assessment, authorization, and monitoring policy is to be disseminated is/are defined;","","",""
"CA-01_ODP[02]","CA","","CA-01","","False","CA-01-00-02","","personnel or roles to whom the assessment, authorization, and monitoring procedures are to be disseminated is/are defined;","","",""
"CA-01_ODP[03]","CA","","CA-01","","False","CA-01-00-03","","one or more of the following PARAMETER VALUES is/are selected: {organization-level; mission/business process-level; system-level};","","",""
"CA-01_ODP[04]","CA","","CA-01","","False","CA-01-00-04","","an official to manage the assessment, authorization, and monitoring policy and procedures is defined;","","",""
"CA-01_ODP[05]","CA","","CA-01","","False","CA-01-00-05","","the frequency at which the current assessment, authorization, and monitoring policy is reviewed and updated is defined;","","",""
"CA-01_ODP[06]","CA","","CA-01","","False","CA-01-00-06","","events that would require the current assessment, authorization, and monitoring policy to be reviewed and updated are defined;","","",""
"CA-01_ODP[07]","CA","","CA-01","","False","CA-01-00-07","","the frequency at which the current assessment, authorization, and monitoring procedures are reviewed and updated is defined;","","",""
"CA-01_ODP[08]","CA","","CA-01","","False","CA-01-00-08","","events that would require assessment, authorization, and monitoring procedures to be reviewed and updated are defined;","","",""
"CA-01a.[01]","CA","","CA-01","","False","CA-01-00-09","","an assessment, authorization, and monitoring policy is developed and documented;","","",""
"CA-01a.[02]","CA","","CA-01","","False","CA-01-00-10","","the assessment, authorization, and monitoring policy is disseminated to <CA-01_ODP[01] personnel or roles>;","","",""
"CA-01a.[03]","CA","","CA-01","","False","CA-01-00-11","","assessment, authorization, and monitoring procedures to facilitate the implementation of the assessment, authorization, and monitoring policy and associated assessment, authorization, and monitoring controls are developed and documented;","","",""
"CA-01a.[04]","CA","","CA-01","","False","CA-01-00-12","","the assessment, authorization, and monitoring procedures are disseminated to <CA-01_ODP[02] personnel or roles>;","","",""
"CA-01a.01(a)[01]","CA","","CA-01","","False","CA-01-00-13","","the <CA-01_ODP[03] SELECTED PARAMETER VALUES> assessment, authorization, and monitoring policy addresses purpose;","","",""
"CA-01a.01(a)[02]","CA","","CA-01","","False","CA-01-00-14","","the <CA-01_ODP[03] SELECTED PARAMETER VALUES> assessment, authorization, and monitoring policy addresses scope;[03] SELECTED PARAMETER(S)> assessment, authorization, and monitoring policy addresses scope;","","",""
"CA-01a.01(a)[03]","CA","","CA-01","","False","CA-01-00-15","","the <CA-01_ODP[03] SELECTED PARAMETER VALUES> assessment, authorization, and monitoring policy addresses roles;[03] SELECTED PARAMETER(S)> assessment, authorization, and monitoring policy addresses roles;","","",""
"CA-01a.01(a)[04]","CA","","CA-01","","False","CA-01-00-16","","the <CA-01_ODP[03] SELECTED PARAMETER VALUES> assessment, authorization, and monitoring policy addresses responsibilities;","","",""
"CA-01a.01(a)[05]","CA","","CA-01","","False","CA-01-00-17","","the <CA-01_ODP[03] SELECTED PARAMETER VALUES> assessment, authorization, and monitoring policy addresses management commitment;","","",""
"CA-01a.01(a)[06]","CA","","CA-01","","False","CA-01-00-18","","the <CA-01_ODP[03] SELECTED PARAMETER VALUES> assessment, authorization, and monitoring policy addresses coordination among organizational entities;","","",""
"CA-01a.01(a)[07]","CA","","CA-01","","False","CA-01-00-19","","the <CA-01_ODP[03] SELECTED PARAMETER VALUES> assessment, authorization, and monitoring policy addresses compliance;","","",""
"CA-01a.01(b)","CA","","CA-01","","False","CA-01-00-20","","the <CA-01_ODP[03] SELECTED PARAMETER VALUES> assessment, authorization, and monitoring policy is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines;","","",""
"CA-01b.","CA","","CA-01","","False","CA-01-00-21","","the <CA-01_ODP[04] official> is designated to manage the development, documentation, and dissemination of the assessment, authorization, and monitoring policy and procedures;","","",""
"CA-01c.01[01]","CA","","CA-01","","False","CA-01-00-22","","the current assessment, authorization, and monitoring policy is reviewed and updated <CA-01_ODP[05] frequency>;","","",""
"CA-01c.01[02]","CA","","CA-01","","False","CA-01-00-23","","the current assessment, authorization, and monitoring policy is reviewed and updated following <CA-01_ODP[06] events>;","","",""
"CA-01c.02[01]","CA","","CA-01","","False","CA-01-00-24","","the current assessment, authorization, and monitoring procedures are reviewed and updated <CA-01_ODP[07] frequency>;","","",""
"CA-01c.02[02]","CA","","CA-01","","False","CA-01-00-25","","the current assessment, authorization, and monitoring procedures are reviewed and updated following <CA-01_ODP[08] events>.","","",""
"CA-02","CA","ASSESSMENT, AUTHORIZATION, AND MONITORING","CA-02","","False","CA-02-00-00","Control Assessments","Determine if:","[SELECT FROM: Assessment, authorization, and monitoring policy; procedures addressing assessment planning; procedures addressing control assessments; control assessment plan; control assessment report; system security plan; privacy plan; other relevant documents or records].","[SELECT FROM: Organizational personnel with control assessment responsibilities; organizational personnel with information security and privacy responsibilities].","[SELECT FROM: Mechanisms supporting control assessment, control assessment plan development, and/or control assessment reporting]."
"CA-02_ODP[01]","CA","","CA-02","","False","CA-02-00-01","","the frequency at which to assess controls in the system and its environment of operation is defined;","","",""
"CA-02_ODP[02]","CA","","CA-02","","False","CA-02-00-02","","individuals or roles to whom control assessment results are to be provided are defined;","","",""
"CA-02a.","CA","","CA-02","","False","CA-02-00-03","","an appropriate assessor or assessment team is selected for the type of assessment to be conducted;","","",""
"CA-02b.01","CA","","CA-02","","False","CA-02-00-04","","a control assessment plan is developed that describes the scope of the assessment, including controls and control enhancements under assessment;","","",""
"CA-02b.02","CA","","CA-02","","False","CA-02-00-05","","a control assessment plan is developed that describes the scope of the assessment, including assessment procedures to be used to determine control effectiveness;","","",""
"CA-02b.03[01]","CA","","CA-02","","False","CA-02-00-06","","a control assessment plan is developed that describes the scope of the assessment, including the assessment environment;","","",""
"CA-02b.03[02]","CA","","CA-02","","False","CA-02-00-07","","a control assessment plan is developed that describes the scope of the assessment, including the assessment team;","","",""
"CA-02b.03[03]","CA","","CA-02","","False","CA-02-00-08","","a control assessment plan is developed that describes the scope of the assessment, including assessment roles and responsibilities;","","",""
"CA-02c.","CA","","CA-02","","False","CA-02-00-09","","the control assessment plan is reviewed and approved by the authorizing official or designated representative prior to conducting the assessment;","","",""
"CA-02d.[01]","CA","","CA-02","","False","CA-02-00-10","","controls are assessed in the system and its environment of operation <CA-02_ODP[01] assessment frequency> to determine the extent to which the controls are implemented correctly, operating as intended, and producing the desired outcome with respect to meeting established security requirements;","","",""
"CA-02d.[02]","CA","","CA-02","","False","CA-02-00-11","","controls are assessed in the system and its environment of operation <CA-02_ODP[01] assessment frequency> to determine the extent to which the controls are implemented correctly, operating as intended, and producing the desired outcome with respect to meeting established privacy requirements;","","",""
"CA-02e.","CA","","CA-02","","False","CA-02-00-12","","a control assessment report is produced that documents the results of the assessment;","","",""
"CA-02f.","CA","","CA-02","","False","CA-02-00-13","","the results of the control assessment are provided to <CA-02_ODP[02] individuals or roles>.","","",""
"CA-02(01)","CA","","CA-02","1","True","CA-02-01-00","Control Assessments | Independent Assessors","Determine if:","[SELECT FROM: Assessment, authorization, and monitoring policy; procedures addressing control assessments; previous control assessment plan; previous control assessment report; plan of action and milestones; existing authorization statement; system security plan; privacy plan; other relevant documents or records].","[SELECT FROM: Organizational personnel with security assessment responsibilities; organizational personnel with information security and privacy responsibilities].",""
"CA-02(01)","CA","","CA-02","1","True","CA-02-01-01","","independent assessors or assessment teams are employed to conduct control assessments.","","",""
"CA-02(02)","CA","","CA-02","2","True","CA-02-02-00","Control Assessments | Specialized Assessments","Determine if:","[SELECT FROM: Assessment, authorization, and monitoring policy; procedures addressing control assessments; control assessment plan; control assessment report; control assessment evidence; system security plan; privacy plan; other relevant documents or records].","[SELECT FROM: Organizational personnel with control assessment responsibilities; organizational personnel with information security and privacy responsibilities].","[SELECT FROM: Mechanisms supporting control assessment]."
"CA-02(02)_ODP[01]","CA","","CA-02","2","True","CA-02-02-01","","frequency at which to include specialized assessments as part of the control assessment is defined;","","",""
"CA-02(02)_ODP[02]","CA","","CA-02","2","True","CA-02-02-02","","one of the following PARAMETER VALUES is selected: {announced; unannounced};","","",""
"CA-02(02)_ODP[03]","CA","","CA-02","2","True","CA-02-02-03","","one or more of the following PARAMETER VALUES is/are selected: {in-depth monitoring; security instrumentation; automated security test cases; vulnerability scanning; malicious user testing; insider threat assessment; performance and load testing; data leakage or data loss assessment; <CA-02(02)_ODP[04] other forms of assessment>};","","",""
"CA-02(02)_ODP[04]","CA","","CA-02","2","True","CA-02-02-04","","other forms of assessment are defined (if selected);","","",""
"CA-02(02)","CA","","CA-02","2","True","CA-02-02-05","","<CA-02(02)_ODP[01] specialized assessment frequency> <CA-02(02)_ODP[02] SELECTED PARAMETER VALUE> <CA-02(02)_ODP[03] SELECTED PARAMETER VALUES> are included as part of control assessments.","","",""
"CA-02(03)","CA","","CA-02","3","True","CA-02-03-00","Control Assessments | Leveraging Results from External Organizations","Determine if:","[SELECT FROM: Assessment, authorization, and monitoring policy; procedures addressing control assessments; control assessment requirements; control assessment plan; control assessment report; control assessment evidence; plan of action and milestones; system security plan; privacy plan; other relevant documents or records].","[SELECT FROM: Organizational personnel with control assessment responsibilities; organizational personnel with information security and privacy responsibilities; personnel performing control assessments for the specified external organization].",""
"CA-02(03)_ODP[01]","CA","","CA-02","3","True","CA-02-03-01","","external organizations from which the results of control assessments are leveraged are defined;","","",""
"CA-02(03)_ODP[02]","CA","","CA-02","3","True","CA-02-03-02","","system on which a control assessment was performed by an external organization is defined;","","",""
"CA-02(03)_ODP[03]","CA","","CA-02","3","True","CA-02-03-03","","requirements to be met by the control assessment performed by an external organization on the system are defined;","","",""
"CA-02(03)","CA","","CA-02","3","True","CA-02-03-04","","the results of control assessments performed by <CA-02(03)_ODP[01] external organizations> on <CA-02(03)_ODP[02] system> are leveraged when the assessment meets <CA-02(03)_ODP[03] requirements>.","","",""
"CA-03","CA","ASSESSMENT, AUTHORIZATION, AND MONITORING","CA-03","","False","CA-03-00-00","Information Exchange","Determine if:","[SELECT FROM: Access control policy; procedures addressing system connections; system and communications protection policy; system interconnection security agreements; information exchange security agreements; memoranda of understanding or agreements; service level agreements; non-disclosure agreements; system design documentation; enterprise architecture; system architecture; system configuration settings and associated documentation; system security plan; privacy plan; other relevant documents or records].","[SELECT FROM: Organizational personnel with responsibilities for developing, implementing, or approving system interconnection agreements; organizational personnel with information security and privacy responsibilities; personnel managing the system(s) to which the interconnection security agreement applies].",""
"CA-03_ODP[01]","CA","","CA-03","","False","CA-03-00-01","","one or more of the following PARAMETER VALUES is/are selected: {interconnection security agreements; information exchange security agreements; memoranda of understanding or agreement; service level agreements; user agreements; non-disclosure agreements; <CA-03_ODP[02] type of agreement>};","","",""
"CA-03_ODP[02]","CA","","CA-03","","False","CA-03-00-02","","the type of agreement used to approve and manage the exchange of information is defined (if selected);","","",""
"CA-03_ODP[03]","CA","","CA-03","","False","CA-03-00-03","","the frequency at which to review and update agreements is defined;","","",""
"CA-03a.","CA","","CA-03","","False","CA-03-00-04","","the exchange of information between the system and other systems is approved and managed using <CA-03_ODP[01] SELECTED PARAMETER VALUES>;","","",""
"CA-03b.[01]","CA","","CA-03","","False","CA-03-00-05","","the interface characteristics are documented as part of each exchange agreement;","","",""
"CA-03b.[02]","CA","","CA-03","","False","CA-03-00-06","","security requirements are documented as part of each exchange agreement;","","",""
"CA-03b.[03]","CA","","CA-03","","False","CA-03-00-07","","privacy requirements are documented as part of each exchange agreement;","","",""
"CA-03b.[04]","CA","","CA-03","","False","CA-03-00-08","","controls are documented as part of each exchange agreement;","","",""
"CA-03b.[05]","CA","","CA-03","","False","CA-03-00-09","","responsibilities for each system are documented as part of each exchange agreement;","","",""
"CA-03b.[06]","CA","","CA-03","","False","CA-03-00-10","","the impact level of the information communicated is documented as part of each exchange agreement;","","",""
"CA-03c.","CA","","CA-03","","False","CA-03-00-11","","agreements are reviewed and updated <CA-03_ODP[03] frequency>.","","",""
"CA-03(01)","CA","","CA-03","1","True","CA-03-01-00","Information Exchange | Unclassified National Security System Connections","[WITHDRAWN: Moved to SC-07(25).]","","",""
"CA-03(02)","CA","","CA-03","2","True","CA-03-02-00","Information Exchange | Classified National Security System Connections","[WITHDRAWN: Moved to SC-07(26).]","","",""
"CA-03(03)","CA","","CA-03","3","True","CA-03-03-00","Information Exchange | Unclassified Non-national Security System Connections","[WITHDRAWN: Moved to SC-07(27).]","","",""
"CA-03(04)","CA","","CA-03","4","True","CA-03-04-00","Information Exchange | Connections to Public Networks","[WITHDRAWN: Moved to SC-07(28).]","","",""
"CA-03(05)","CA","","CA-03","5","True","CA-03-05-00","Information Exchange | Restrictions on External System Connections","[WITHDRAWN: Moved to SC-07(05).]","","",""
"CA-03(06)","CA","","CA-03","6","True","CA-03-06-00","Information Exchange | Transfer Authorizations","Determine if:","[SELECT FROM: Access control policy; procedures addressing system connections; system and communications protection policy; system interconnection agreements; information exchange security agreements; memoranda of understanding or agreements; service level agreements; non-disclosure agreements; system design documentation; system configuration settings and associated documentation; control assessment report; system audit records; system security plan; privacy plan; other relevant documents or records].","[SELECT FROM: Organizational personnel with responsibilities for managing connections to external systems; network administrators; organizational personnel with information security and privacy responsibilities].","[SELECT FROM: Mechanisms implementing restrictions on external system connections]."
"CA-03(06)","CA","","CA-03","6","True","CA-03-06-01","","individuals or systems transferring data between interconnecting systems have the requisite authorizations (i.e., write permissions or privileges) prior to accepting such data.","","",""
"CA-03(07)","CA","","CA-03","7","True","CA-03-07-00","Information Exchange | Transitive Information Exchanges","Determine if:","[SELECT FROM: Access control policy; procedures addressing system connections; system and communications protection policy; system interconnection agreements; information exchange security agreements; memoranda of understanding or agreements; service level agreements; non-disclosure agreements; system design documentation; system configuration settings and associated documentation; control assessment report; system audit records; system security plan; privacy plan; other relevant documents or records].","[SELECT FROM: Organizational personnel with responsibilities for managing connections to external systems; network administrators; organizational personnel with information security and privacy responsibilities].","[SELECT FROM: Mechanisms implementing restrictions on external system connections]."
"CA-03(07)(a)","CA","","CA-03","7","True","CA-03-07-01","","transitive (downstream) information exchanges with other systems through the systems identified in CA-03a are identified;","","",""
"CA-03(07)(b)","CA","","CA-03","7","True","CA-03-07-02","","measures are taken to ensure that transitive (downstream) information exchanges cease when the controls on identified transitive (downstream) systems cannot be verified or validated.","","",""
"CA-04","CA","ASSESSMENT, AUTHORIZATION, AND MONITORING","CA-04","","False","CA-04-00-00","Security Certification","[WITHDRAWN: Incorporated into CA-02.]","","",""
"CA-05","CA","ASSESSMENT, AUTHORIZATION, AND MONITORING","CA-05","","False","CA-05-00-00","Plan of Action and Milestones","Determine if:","[SELECT FROM: Assessment, authorization, and monitoring policy; procedures addressing plan of action and milestones; control assessment plan; control assessment report; control assessment evidence; plan of action and milestones; system security plan; privacy plan; other relevant documents or records].","[SELECT FROM: Organizational personnel with plan of action and milestones development and implementation responsibilities; organizational personnel with information security and privacy responsibilities].","[SELECT FROM: Mechanisms for developing, implementing, and maintaining plan of action and milestones]."
"CA-05_ODP","CA","","CA-05","","False","CA-05-00-01","","the frequency at which to update an existing plan of action and milestones based on the findings from control assessments, independent audits or reviews, and continuous monitoring activities is defined;","","",""
"CA-05a.","CA","","CA-05","","False","CA-05-00-02","","a plan of action and milestones for the system is developed to document the planned remediation actions of the organization to correct weaknesses or deficiencies noted during the assessment of the controls and to reduce or eliminate known vulnerabilities in the system;","","",""
"CA-05b.","CA","","CA-05","","False","CA-05-00-03","","existing plan of action and milestones are updated <CA-05_ODP frequency> based on the findings from control assessments, independent audits or reviews, and continuous monitoring activities.","","",""
"CA-05(01)","CA","","CA-05","1","True","CA-05-01-00","Plan of Action and Milestones | Automation Support for Accuracy and Currency","Determine if:","[SELECT FROM: Assessment, authorization, and monitoring policy; procedures addressing plan of action and milestones; system design documentation; system configuration settings and associated documentation; system audit records; plan of action and milestones; system security plan; privacy plan; other relevant documents or records].","[SELECT FROM: Organizational personnel with plan of action and milestones development and implementation responsibilities; organizational personnel with information security and privacy responsibilities].","[SELECT FROM: Automated mechanisms for developing, implementing, and maintaining a plan of action and milestones]."
"CA-05(01)_ODP","CA","","CA-05","1","True","CA-05-01-01","","automated mechanisms used to ensure the accuracy, currency, and availability of the plan of action and milestones for the system are defined;","","",""
"CA-05(01)","CA","","CA-05","1","True","CA-05-01-02","","<CA-05(01)_ODP automated mechanisms> are used to ensure the accuracy, currency, and availability of the plan of action and milestones for the system.","","",""
"CA-06","CA","ASSESSMENT, AUTHORIZATION, AND MONITORING","CA-06","","False","CA-06-00-00","Authorization","Determine if:","[SELECT FROM: Assessment, authorization, and monitoring policy; procedures addressing authorization; system security plan, privacy plan, assessment report, plan of action and milestones; authorization statement; other relevant documents or records].","[SELECT FROM: Organizational personnel with authorization responsibilities; organizational personnel with information security and privacy responsibilities].","[SELECT FROM: Mechanisms that facilitate authorizations and updates]."
"CA-06_ODP","CA","","CA-06","","False","CA-06-00-01","","frequency at which to update the authorizations is defined;","","",""
"CA-06a.","CA","","CA-06","","False","CA-06-00-02","","a senior official is assigned as the authorizing official for the system;","","",""
"CA-06b.","CA","","CA-06","","False","CA-06-00-03","","a senior official is assigned as the authorizing official for common controls available for inheritance by organizational systems;","","",""
"CA-06c.01","CA","","CA-06","","False","CA-06-00-04","","before commencing operations, the authorizing official for the system accepts the use of common controls inherited by the system;","","",""
"CA-06c.02","CA","","CA-06","","False","CA-06-00-05","","before commencing operations, the authorizing official for the system authorizes the system to operate;","","",""
"CA-06d.","CA","","CA-06","","False","CA-06-00-06","","the authorizing official for common controls authorizes the use of those controls for inheritance by organizational systems;","","",""
"CA-06e.","CA","","CA-06","","False","CA-06-00-07","","the authorizations are updated <CA-06_ODP frequency>.","","",""
"CA-06(01)","CA","","CA-06","1","True","CA-06-01-00","Authorization | Joint Authorization ó Intra-organization","Determine if:","[SELECT FROM: Assessment, authorization, and monitoring policy; procedures addressing authorization; system security plan; privacy plan; assessment report; plan of action and milestones; authorization statement; other relevant documents or records].","[SELECT FROM: Organizational personnel with authorization responsibilities; organizational personnel with information security and privacy responsibilities].","[SELECT FROM: Mechanisms that facilitate authorizations and updates]."
"CA-06(01)[01]","CA","","CA-06","1","True","CA-06-01-01","","a joint authorization process is employed for the system;","","",""
"CA-06(01)[02]","CA","","CA-06","1","True","CA-06-01-02","","the joint authorization process employed for the system includes multiple authorizing officials from the same organization conducting the authorization.","","",""
"CA-06(02)","CA","","CA-06","2","True","CA-06-02-00","Authorization | Joint Authorization ó Inter-organization","Determine if:","[SELECT FROM: Assessment, authorization, and monitoring policy; procedures addressing authorization; system security plan; privacy plan; assessment report; plan of action and milestones; authorization statement; other relevant documents or records].","[SELECT FROM: Organizational personnel with authorization responsibilities; organizational personnel with information security and privacy responsibilities].","[SELECT FROM: Mechanisms that facilitate authorizations and updates]."
"CA-06(02)[01]","CA","","CA-06","2","True","CA-06-02-01","","a joint authorization process is employed for the system;","","",""
"CA-06(02)[02]","CA","","CA-06","2","True","CA-06-02-02","","the joint authorization process employed for the system includes multiple authorizing officials with at least one authorizing official from an organization external to the organization conducting the authorization.","","",""
