Group,Group Title,Subgroup,Subgroup Title,ID,Title,Class,Modalverb,Handlungsworte,Statement,Guidance,Praezisierung,Ergebnis,Security Level,Effort Level,Tags,Target Objects,Documentation,Dependency
GCS,"Governance, Compliance & Scope",GCS.2,"Governance, Rollen & Policies festlegen",GCS.2.5,Nachweis der Vertrauenswürdigkeit der zugrundeliegenden Infrastruktur- und Cloud-Komponenten dokumentieren,requirement,SOLLTE,dokumentieren,"Governance, Compliance & Scope fuer Richtlinien SOLLTE Nachweis der Vertrauenswürdigkeit der zugrundeliegenden Infrastruktur- und Cloud-Komponenten urch Bereitstellung eines anerkannten Compliance-Nachweises (C5-Testat), der mindestens einen Geltungsbereich, der die für das KI-System relevante Infrastruktur und Komponenten abdeckt, die Berücksichtigung der relevanten Risikodimensionen, einen Abdeckungszeitraum, der den vollständigen Bewertungszeitraum umfasst (alternativ ein Bridge Letter für die Lücke), die Durchführung durch qualifiziertes und unabhängiges Personal, eine klare Beschreibung der durchgeführten Testverfahren mit dem Nachweis, dass keine kritischen sicherheitsrelevanten Probleme oder Anomalien festgestellt wurden, die Bereitstellung vor dem maßgeblichen Stichtag sowie ein Änderungsmanagement, das Auswirkungen von Änderungen an Infrastruktur- bzw. Cloud-Komponenten bewertet und festgestellte Probleme zeitnah durch angemessene Minderungsmaßnahmen nachverfolgt, erfüllt dokumentieren.","Anbieter: Ziel ist es, dass die Vertrauenswürdigkeit der zugrundeliegenden Infrastruktur und Cloud-Komponenten des KI-Systems durch einen anerkannten Compliance-Nachweis belegt wird, sodass die infrastrukturelle Eignung als Grundlage für den sicheren Betrieb des KI-Systems gegeben ist. Dazu kann ein anerkanntes Testat bzw. ein anerkannter Prüfbericht (C5) bereitgestellt werden, dessen Geltungsbereich die für das KI-System relevante Infrastruktur, Plattform- und Systemkomponenten abdeckt und die relevanten Risikodimensionen berücksichtigt. Der Abdeckungszeitraum kann den vollständigen Bewertungszeitraum umfassen; andernfalls ist ein Bridge Letter für die Lücke zweckmäßig. Die Prüfung kann durch qualifiziertes und unabhängiges Personal erfolgen; die durchgeführten Testverfahren können klar dokumentiert werden und belegen, dass keine kritischen sicherheitsrelevanten Probleme oder Anomalien festgestellt wurden. Ergänzend dazu kann der Nachweis rechtzeitig vor dem maßgeblichen Stichtag bereitgestellt werden; Auswirkungen von Änderungen an Infrastruktur- oder Cloud-Komponenten können bewertet und festgestellte Probleme zeitnah durch angemessene Minderungsmaßnahmen nachverfolgt werden.","urch Bereitstellung eines anerkannten Compliance-Nachweises (C5-Testat), der mindestens einen Geltungsbereich, der die für das KI-System relevante Infrastruktur und Komponenten abdeckt, die Berücksichtigung der relevanten Risikodimensionen, einen Abdeckungszeitraum, der den vollständigen Bewertungszeitraum umfasst (alternativ ein Bridge Letter für die Lücke), die Durchführung durch qualifiziertes und unabhängiges Personal, eine klare Beschreibung der durchgeführten Testverfahren mit dem Nachweis, dass keine kritischen sicherheitsrelevanten Probleme oder Anomalien festgestellt wurden, die Bereitstellung vor dem maßgeblichen Stichtag sowie ein Änderungsmanagement, das Auswirkungen von Änderungen an Infrastruktur- bzw. Cloud-Komponenten bewertet und festgestellte Probleme zeitnah durch angemessene Minderungsmaßnahmen nachverfolgt, erfüllt",Nachweis der Vertrauenswürdigkeit der zugrundeliegenden Infrastruktur- und Cloud-Komponenten,normal-SdT,3,Cloudmodul; Anbieter,Richtlinien,Cloud Policy,
