term,definition,source_anchor,notes
shoulder surfing,Observing information (such as a password) as it is being typed into a screen.,https://www.ncsc.gov.uk/section/advice-guidance/glossary,see also: passwords
siem,"Technology that supports threat detection and security management by collecting, monitoring and analysing security-related data from computer logs and alerts.",https://www.ncsc.gov.uk/section/advice-guidance/glossary,also known as: security information and event management; logging | see also: security information and event management; logging
single sign-on,Using a single set of credentials (such as the same login and password combination) to access multiple services.,https://www.ncsc.gov.uk/section/advice-guidance/glossary,also known as: sso; credentials | see also: sso; credentials
smishing,"Combination of 'SMS' and 'Phishing'. Untargeted text messages sent to large numbers of people, asking for sensitive information, or encouraging them to visit a fake website.",https://www.ncsc.gov.uk/section/advice-guidance/glossary,also known as: sms phishing; phishing | see also: sms phishing; phishing
soc,"Security operations centre. A centralised facility within an organisation, responsible for activities such as security monitoring and incident management.",https://www.ncsc.gov.uk/section/advice-guidance/glossary,also known as: security operations centre; incident management; security monitoring | see also: security operations centre; incident management; security monitoring
social engineering,"A technique an attacker uses to manipulate people into carrying out specific actions, or divulging information.",https://www.ncsc.gov.uk/section/advice-guidance/glossary,see also: phishing; smishing; spear-phishing; whaling
social media,"Websites and apps, such as Facebook, X and Instragram, that allow people to share and respond to user-generated content (text posts, photos and video).",https://www.ncsc.gov.uk/section/advice-guidance/glossary,see also: digital footprint
sociotechnical security,"Security that accounts for the interaction of technology with people, processes and organisations.",https://www.ncsc.gov.uk/section/advice-guidance/glossary,
software as a service (saas),A business model where customers access centrally hosted software applications over the internet (or network).,https://www.ncsc.gov.uk/section/advice-guidance/glossary,see also: infrastructure as a service (iaas); platform as a service (paas)
spam,"Unsolicited email sent in bulk, also referred to as junk email.",https://www.ncsc.gov.uk/section/advice-guidance/glossary,also known as: junk email
spear-phishing,"A form of phishing targeting particular individuals, where the email is designed to look like it's from a trusted or known person.",https://www.ncsc.gov.uk/section/advice-guidance/glossary,also known as: whaling; phishing | see also: whaling; phishing
spoofing,"A technique attackers use to appear to make their communications appear from a legitimate source. Email addresses, display names and domains can all be spoofed.",https://www.ncsc.gov.uk/section/advice-guidance/glossary,
spyware,"A type of malware that installs on a device without the user's consent, collecting data and then sendng it to a third party.",https://www.ncsc.gov.uk/section/advice-guidance/glossary,see also: malware
ss7,Signalling System 7. An international standard allowing phone networks to exchange the information needed for passing calls and text messages.,https://www.ncsc.gov.uk/section/advice-guidance/glossary,also known as: signalling system 7
ssl,Secure Sockets Layer. An older method of encrypting data to communicate across the internet. Replaced by TLS.,https://www.ncsc.gov.uk/section/advice-guidance/glossary,also known as: secure sockets layer; encryption; tls | see also: secure sockets layer; encryption; tls
supply chain,"The extended network of trading relationships relied upon to deliver products, systems, and services.",https://www.ncsc.gov.uk/section/advice-guidance/glossary,
takedown,The removal of malware and phishing websites to limit the harm they can cause.,https://www.ncsc.gov.uk/section/advice-guidance/glossary,
tethering,"Connecting to a phone using wifi, to share its internet connection.",https://www.ncsc.gov.uk/section/advice-guidance/glossary,see also: wifi
threat intelligence,"Information about threats that has been aggregated, analysed and enriched to provide the useful context for decision-making processes.",https://www.ncsc.gov.uk/section/advice-guidance/glossary,
throttling,Forcing a time delay between successive login attempts in order to defend against brute force attacks.,https://www.ncsc.gov.uk/section/advice-guidance/glossary,see also: brute force attack
tls,"Transport Layer Security. A cryptographic protocol that provides secure communications across computer networks, such as the internet.",https://www.ncsc.gov.uk/section/advice-guidance/glossary,also known as: transport layer security; encryption | see also: transport layer security; encryption
token,"A physical device or digital data, typically used with a password, to provide a user with access to a computer or network.",https://www.ncsc.gov.uk/section/advice-guidance/glossary,see also: passwords
translation monitoring,A branch of security monitoring designed to protect online systems and services.,https://www.ncsc.gov.uk/section/advice-guidance/glossary,see also: security monitoring
trojan,"A type of malware, disguised as legitimate software, that is used to gain unauthorised access to a victim's computer.",https://www.ncsc.gov.uk/section/advice-guidance/glossary,see also: virus
typosquatting,A technique used by threat actors where they set up a website or software with a misspelling of something legitimate. This can trick a user who accidentally misspells a service into entering information into the malicious website or downloading malware.,https://www.ncsc.gov.uk/section/advice-guidance/glossary,also known as: typosquatting; attacker; hacker; cyber attack | see also: typosquatting; attacker; hacker; cyber attack
uefi,Unified Extensible Firmware Interface. A replacement for the BIOS (Basic Input-Output System) firmware that connects a PC's vital components.,https://www.ncsc.gov.uk/section/advice-guidance/glossary,also known as: unified extensible firmware interface; bios; firmware | see also: unified extensible firmware interface; bios; firmware
uk gdpr,UK GDPR is the General Data Protection legislation in the UK that gives citizens more control over their personal data.,https://www.ncsc.gov.uk/section/advice-guidance/glossary,also known as: general data protection regulation
video conferencing,"A live audio and video conversation between two or more people, conducted using phone, tablet, laptop or desktop computer.",https://www.ncsc.gov.uk/section/advice-guidance/glossary,
virtual machine,A virtual environment within a physical computer that behaves like a separate computer. It allows the user to run programs and test apps in isolation.,https://www.ncsc.gov.uk/section/advice-guidance/glossary,
virtualisation,The process of creating a virtual machine.,https://www.ncsc.gov.uk/section/advice-guidance/glossary,
virus,A type of malware that is designed to infect legitimate software programs and replicates across networks when those programs are activated.,https://www.ncsc.gov.uk/section/advice-guidance/glossary,
virus signature,"Files containing data unique to particular pieces of malware, including viruses, that security software downloads in order to aid detection.",https://www.ncsc.gov.uk/section/advice-guidance/glossary,
vpn,Virtual Private Network. A set of cryptographic technologies used to encrypt data as it travels over a network between two fixed endpoints.,https://www.ncsc.gov.uk/section/advice-guidance/glossary,
vulnerabilities,"A weakness, or flaw, in software, a system or process. An attacker exploits these to (for example) gain unauthorised access to a computer system.",https://www.ncsc.gov.uk/section/advice-guidance/glossary,see also: exploit
w3c,The World Wide Web Consortium (W3C) is an international organisation that develops standards for the World Wide Web.,https://www.ncsc.gov.uk/section/advice-guidance/glossary,also known as: world wide web consortium; www | see also: world wide web consortium; www
wan,"Wide area network. A network spread over a large area, typically a collection of Local Area Networks (LANs) and other networks connected together",https://www.ncsc.gov.uk/section/advice-guidance/glossary,also known as: wide area network; lan | see also: wide area network; lan
wannacry,"The name of a ransomware variant that in 2017 infected over 300,000 computers globally causing multiple cyber attacks.",https://www.ncsc.gov.uk/section/advice-guidance/glossary,see also: ransomware
wap,Wireless access point. A device which provides wireless access to a network.,https://www.ncsc.gov.uk/section/advice-guidance/glossary,also known as: wireless access points; network | see also: wireless access points; network
watering hole,"A type of cyber attack where an attacker identifies a website frequented by a particular group of users, and then compromises that website with malware to infect the computers of its visitors.",https://www.ncsc.gov.uk/section/advice-guidance/glossary,also known as: watering hole attack; download attack | see also: watering hole attack; download attack
web check,An NCSC service that helps owners of public sector websites to find and fix common vulnerabilities.,https://www.ncsc.gov.uk/section/advice-guidance/glossary,see also: active cyber defence
whaling,Highly targeted phishing attacks (that look like legitimate emails) aimed at senior executives.,https://www.ncsc.gov.uk/section/advice-guidance/glossary,see also: phishing; spear-phishing
wifi,Wireless network technology used to connect devices to the internet (or LAN).,https://www.ncsc.gov.uk/section/advice-guidance/glossary,see also: lan
wiper,A destructive type of malware that destroys the data on the computers and networks it infects.,https://www.ncsc.gov.uk/section/advice-guidance/glossary,see also: malware; virus
worm,"A type of malware, similar to a virus, which self-replicates across networks without the need for a user to open an infected program.",https://www.ncsc.gov.uk/section/advice-guidance/glossary,see also: malware; virus
www,The World Wide Web (or Web) is an interconnected system of public webpages accessed through the internet.,https://www.ncsc.gov.uk/section/advice-guidance/glossary,also known as: world wide web; internet; browser | see also: world wide web; internet; browser
zero-day,"Recently discovered vulnerability that hackers can explot, where a fix or patch isn't publicly available yet.",https://www.ncsc.gov.uk/section/advice-guidance/glossary,see also: exploit; hacker; vulnerabilities
2-step verification,2-step verification. The use of two different methods (such as a password and an SMS code) to verify a user's identity.,https://www.ncsc.gov.uk/section/advice-guidance/glossary,also known as: 2sv; multi-factor authentication (mfa); two-factor authentication (2fa); authentication; passwords | see also: 2sv; multi-factor authentication (mfa); two-factor authentication (2fa); authentication; passwords
2sv,2-step verification. The use of two different methods (such as a password and an SMS code) to verify a user's identity.,https://www.ncsc.gov.uk/section/advice-guidance/glossary,also known as: 2 step verification; two factor authentication; multi-factor authentication; 2-step verification; authentication | see also: 2 step verification; two factor authentication; multi-factor authentication; 2-step verification; authentication
5g,"5G is the fifth generation of wireless technology being rolled out in the UK, used to deliver the mobile internet without connecting to a cable or wifi. 5G is faster than the previous 3G and 4G generations, with reduced latency (the time between instructing a wireless device to perform an action and that action being completed) and greater capacity, allowing more devices in one area to be connected at the same time.",https://www.ncsc.gov.uk/section/advice-guidance/glossary,see also: tethering
