"term","definition","source_anchor","notes"
"Identity Management (IDIM) or Identity and Access Management (IAM)","identity and access management refers to all of the policies, processes, procedures and applications that help an organization manage access to information. Large organizations need to tie risk analysis and policy development to sophisticated applications that can help them empower employees, investors, customers, partners and many others. Specific concepts, standards and applications that help with identity and access management include authentication, user life-cycle maintenance, federated identity, single sign-on, provisioning and role based access control.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Identity Theft/ Identity Fraud","Identity theft is fraud. It occurs when someone else uses your personal information without your knowledge or consent to commit a crime. The fraud may involve using your credit card for a few transactions, selling your information in the underground economy, or actually setting up a separate identity that can involve taking out loans, buying homes, buying goods and services or travelling over a period of time, in your name and without your knowledge.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Inappropriate Use of Resources","any activity that violates acceptable computing use policies.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Information","the data in context, the meaning given to data or the interpretation of data, based on its context, for purposes of decision making, the finished product as a result of the interpretation of the data. (See: **Government information**).","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Information asset","any collection of data that is processed, analyzed, interpreted, classified, or communicated in order to serve a useful purpose, present fact, or represent knowledge in any medium or form, which may have financial value and/or is essential in providing a service or decision making that has recognizable and manageable value, risk, content, and lifecycle. It includes software and services including computer and communication services, cloud-based services and general utilities that involve sensitive and confidential information, information and data assets in the cloud, information in the personal information directory, database and data files, contracts, agreements, system documentation, research information, user manuals, training material, operational or support procedures, continuity plans, fallback arrangements and archived information.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Information Custodian","a role assigned to a person or organization that maintains or administers information esources on behalf of the Information Owner. Custodianship includes responsibility for accessing, managing, maintaining, preserving, disposing and providing security for the information resource. In contrast, information custody means having physical possession of information without necessarily having responsibility for the information. See: **[Security Roles and Responsibilities](https://www2.gov.bc.ca/gov/content/governments/services-for- government/information-management-technology/information-security/security- roles-and-responsibilities)** for more information about the responsibilities for this role.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Information Incident","an information incident is a single or a series of unwanted or unexpected events that threaten privacy or information security. Information incidents include the collection, use, disclosure, access, disposal, or storage of information, whether accidental or deliberate, that is not authorized by the business owner of that information. Information incidents include privacy breaches, whether accidental or deliberate, that is not authorized by the _Freedom of Information and Protection of Privacy Act_.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Information Incident Management Process","documentation of the structure, roles and responsibilities, process and procedures aimed to minimize the impact of an information incident, including reporting procedures and any required forms.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Information labelling","affixing a physical or electronic label identifying the security category of a document, file or records series in order to alert those who handle it that it requires protection at the applicable level. From the confidentiality perspective, this would be a label from the [IMIT 6.11 Information Security Classification Standard](https://www2.gov.bc.ca/assets/gov/government/services-for- government-and-broader-public-sector/information-technology- services/standards-files/stra_standard_v30.pdf). From the criticality perspective, the label would be “LOW”, “MEDIUM” or “HIGH”.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Information Management (IM)","the function of managing information as an enterprise resource, including planning, organizing and staffing, and leading, directing and controlling information. This includes managing data as enterprise knowledge, managing technology as the enterprise technical infrastructure, and managing applications across business needs.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Information Owner","a role assigned to a person or organization that has he responsibility and decision-making authority for information throughout its life cycle, including creating, classifying, restricting, regulating and administering its use or disclosure. Within the Government of British Columbia, information ownership flows from the Crown to government Ministers to Deputy Ministers (or equivalent). The Deputy Minister may further delegate information ownership. See: **[Security Roles and Responsibilities](https://www2.gov.bc.ca/gov/content/governments/services-for- government/information-management-technology/information-security/security- roles-and-responsibilities)** for more information about the responsibilities for this role.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Information processing facilities","the physical location housing any information processing system, service or infrastructure; this includes storage facilities for equipment not yet deployed or awaiting disposal.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Information Security","the preservation of confidentiality, integrity and availability of information. Other properties, such as authenticity, accountability, non-repudiation and reliability can also be involved. This requires protecting information, software, and equipment from problems related to disclosure, modification, interruption and disposal.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Information security activities","management and technology programs to protect government information assets.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Information Security Architecture","a strategy that consists of layers of policy, standards and procedures and the way they are linked to create an environment in which security controls can be easily established.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Information security classification","a process of designating a confidentiality label to a set of information based on its value and sensitivity using the [IMIT 6.18 Information Security Classification Standard](https://www2.gov.bc.ca/assets/download/A413DF01C3314436A608704A15FFC0D9).","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Information security classification label","a designation indicating the information security classification (e.g., “Public”, “Protected A”, “Protected B”, “Protected C”) for the information. See the IMIT 6.18 Information Security Classification Standard for more information.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Information security event","an identified occurrence of a system or service state indicating a possible breach of information security or failure of safeguards, or a previously unknown situation that may be security relevant.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Information security incident","a single or a series of unwanted or unexpected events that threatenprivacy or information security, including a privacy breach or the collection, use, disclosure, access, disposal, or storage of information, whether accidental or deliberate, unauthorized by the owner of that information.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Information Security Policy","a policy that provides the foundation for the information security governance program, which includes standards, procedures, training and awareness material used to protect government information and information systems. All employees need to be aware of their responsibilities to safeguard government information. The Information Security Policy supports security requirements in the [Freedom of Information and Protection of Privacy Act](https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96165_00) and the [Information Management Act](http://www.bclaws.ca/civix/document/id/complete/statreg/15027). With the introduction of version 4 of the Information Security Policy, the document is shorter, less technical, and provides direction with regards to government’s information security practices. It applies to all government staff, particularly those with responsibility and decision-making authority to manage government information and information technology.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Information security program","a documented, approved, executed, reviewed, and regularly updated program that is aligned with an organization’s mission, vision, and goals, and provides direction on security strategy.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Information system","any equipment or interconnected system or subsystems of equipment that is used in the acquisition, storage, manipulation, management, movement, control, display, switching, interchange, transmission, or reception of data. It includes computers, computer software, firmware, IT hardware, word processing systems, networks, or other electronic information handling systems and associated equipment.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Information system contingency planning","a coordinated strategy involving plans, procedures and technical measures that can enable the recovery of a system as quickly and effectively as possible following a service disruption. Contingency planning is unique to each system, providing preventive measures, recovery strategies, and technical considerations appropriate to the system’s information confidentiality, integrity, and availability requirements and the system impact level. It includes one or more of the following approaches to restore disrupted services: a) restoring information system using alternate equipment; b) performing some or all of the affected business processes using alternate processing (manual) means (typically acceptable for only short-term disruptions); c) recovering information systems operations at an alternate location (typically acceptable for only long–term disruptions or those physically impacting the facility); and, d) implementing of appropriate contingency planning controls based on the information system’s security impact level (based on [NIST 800-34](https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-34r1.pdf)).","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Information technology asset","Information Technology (IT) asset is any software or hardware component that contains or stores sensitive data and contributes to the delivery of an IT product or service. It includes owned and leased technology hardware (i.e. physical items), owned or licensed software and related or supporting services.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Information technology resources","information and communications technologies, including data, information systems, network services (e.g., Web services; messaging services); computers (e.g., hardware, software); telecommunications networks and associated assets (e.g., telephones, facsimiles, cell phones, laptops, personal digital assistants).","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Information type","information classes or groupings based on function, usage, attributes or other commonality (e.g., employees records, invoices, or system documentation are information types). Address, name, or birth date are examples of discrete data elements.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Instant Messaging (IM) or Text Messaging","instant messaging rivals e-mail as the most popular form of online communication. IM allows users to relay messages to each other in real time for a ""conversation"" between two or more people. IM is also becoming the quickest new threat to network security. Because many IM systems have been slow to add security features, hackers have found IM a useful means of spreading viruses, spyware, phishing scams, and a wide variety of worms. Typically, these threats have infiltrated systems through attachments or contaminated messages.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Integrity","the characteristic of information being authentic, accurate and complete and the preservation of accuracy and completeness by protecting the information from unauthorized, unanticipated, or unintentional modification. The integrity of data is not only whether the data is 'correct', but whether it can be trusted and relied upon.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Intellectual property","refers to the category of intangible (non-physical) property consisting primarily of rights related to copyrighted materials, trademark, patent and industrial design. Intellectual property rights are associated with a wide range of products of the human intellect, such as training manuals, publications, map products, videos and computer software. It is important to keep clear the distinction between the items that give rise to intellectual property, such as the manuals and software, and the intellectual property itself, which is the set of rights arising from the creation and development of the items. Simply put, the items are the copies of a particular book, whereas the intellectual property is the copyright in that book.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"International Organization for Standardization","is a group of standards bodies from approximately 130 countries whose aim is to establish, promote and manage standards to facilitate the international exchange of goods and services. (The term 'ISO' is not an acronym for the IOS, it is a word derived from the Greek word 'isos' which means 'equal', which is the root of the prefix 'iso-'.) The BC government’s Information Security Policy is based on ISO 27002:2005.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Internet of Things (IoT)","A network of physical devices, vehicles, home appliances, and other items embedded with electronics, software, sensors, actuators, and connectivity which enables these things to connect, collect, and exchange data via the Internet.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Intrusion Detection System (IDS)","a security management system for computers and networks. An IDS gathers and analyzes information from various areas within a computer or a network to identify possible security breaches, which include both intrusions (attacks from outside the organization) and misuse (attacks from within the organization). It provides the capability to review larger quantities of data, and generate reports and automated alerts as required.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Intrusion Prevention System","an automated system similar to an Intrusion Detection System but with the capability to react in real-time to block or prevent malicious or unwanted activity.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"JavaScript","a scripting language that can be used to add functionality to or enhance the look of a Web page or a web site, and can run on any type of client or server computer.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Keylogger","a hardware device or small program, sometimes called a keystroke logger or system monitor, that monitors each keystroke a user types on a specific computer keyboard (or an ATM or Interac/debit keypad), records everything that is typed (including passwords) and passes that information to outsiders (usually using Bluetooth or similar technology).","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Key Management","involves the processes for the generation, exchange, storage, safeguarding, use, vetting and replacement of cryptographic keys.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Least privilege","a security principle that requires each subject in a system to be granted the most restrictive set of privileges (or lowest clearance) needed to perform their assigned tasks. The application of this principle limits the damage that can result from accident, error, or unauthorized use.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Logical isolation","a configuration that prevents devices that share a physical network infrastructure from being able to communicate with each other.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Macro","a series of instructions designed to simplify repetitive tasks within a program such as Microsoft Word, Excel, or Access. Macros execute when a user opens the associated file. Macros are in mini-programs and can be infected by viruses.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Malicious code or malware","a piece of computing code that is designed, employed, distributed, or activated with the intention of compromising the performance or security of information systems and computers, increasing access to those systems, disclosing unauthorized information, corrupting information, denying service, or stealing resources. It includes computer viruses, worms, Trojans, rootkits, spyware, dishonest adware, denial of service attacks, and other unwanted software.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Media","from the information security perspective, material used to store information. See: **Record**.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Message integrity","the assurance of unaltered transmission and receipt of a message from the sender to the intended recipient to maintain the completeness, accuracy and validity of the information contained in the message.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Ministry Information Security Officer","a role assigned to an employee who is responsible for co-ordinating the ministry security program for protecting the confidentiality, integrity and availability of government information. See: **[Security Roles and Responsibilities](https://www2.gov.bc.ca/gov/content/governments/services-for- government/information-management-technology/information-security/security- roles-and-responsibilities)** for more information about the responsibilities for this role.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Mobile Code","multiplatform computer code that can be downloaded or transmitted across a network that runs automatically on a computer with little or no user interaction.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Mobile Code Technology","software technologies that provide the mechanisms for the production and use of mobile code (e.g., Java, JavaScript, VBScript, ActiveX).","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Mobile Devices","portable self-contained electronic devices, including portable computers (e.g., laptops and tablets), personal digital assistants (PDAs), smartphones, cell phones, and digital cameras.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Mobile Device Management","a plan for enforcing policies and maintaining the desired level of IT control across multiple platforms (e.g., BlackBerry, Apple, Android) for a range of products and services that enables organizations to deploy and support corporate applications to mobile devices, such as smartphones and tablets.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Monitoring","a regular/ongoing check on aspects of operations to identify and correct deviations from policies and standards.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Multi-Factor Authentication","this combines authentication techniques together to form a stronger or more reliable level of authentication. This usually includes combining two or more of the following types: Secret - something the person knows, Token - something the person has, and Biometric - something the person is.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Network address spoofing","forging or faking source network addresses with the intent to obscure, hide or impersonate the actual source device.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Network management information","the information used to manage network infrastructure, including traffic statistics, counters and logs.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Network pathways and routes","the physical and logical pathways that comprise the connections within the network infrastructure.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Network segregation","the separation of groups of users, information systems and services with similar business functions by control of network traffic flow (e.g., by use of security gateways, physically separate networks or access controls).","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Non-retrievable","a state in which data is rendered permanently unrecoverable from any media in any form.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Non-repudiation","assurance that the sender of information is provided with proof of delivery and the recipient is provided with proof of the sender’s identity, so neither can later deny having processed the information.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Outside authorities","include law enforcement, fire departments, other emergency response authorities, utilities and telecommunications providers.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Password or Passcode (or PIN)","a password or its numerical form, sometimes called a passcode or PIN, is one of the simplest authentication methods. It is usually used with an identifier (account number or user name), as a shared secret between the person who wants access and the system that’s protected.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Password management system","an automated process which enforces password rules.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Patch","a small piece of software designed to fix problems with or update computer programs. The patch is an actual piece of object code that is inserted into (patched into) an executable program.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Payment Card Industry (PCI) Data Security Standard (DSS)","is an industry regulation developed by VISA, MasterCard and other bank card distributors. It requires organizations that handle bank cards to conform to security standards and follow certain leveled requirements for testing and reporting. MasterCard markets the program as their Site Data Protection (SDP) Program and VISA markets it as their Cardholder Information Security Program (CISP). The Standards rely on the merchant banks to enforce them and they may do so with penalties for non-compliance and disclosures caused by non-compliance.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Peer-to-peer (P2P)","P2P technology allows two computers on a network, typically called nodes, to communicate directly with each other without going through a centralized server. This is how malicious code and files can so easily be spread via P2P; they avoid going through the server that does the scan for the malicious code.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Penetration","gaining unauthorized logical access to sensitive data by circumventing a system's protections.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Penetration Testing","is used to test the external perimeter security of a network or facility.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Personal Information","any recorded information about an identifiable individual other than their business contact information. Personal information includes information that can be used to identify an individual through association or inference. See [Personal Information](https://www2.gov.bc.ca/gov/content/governments/services-for- government/information-management-technology/privacy/personal-information) for more information.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Pharming","a practice in which malicious code, such as a virus or other form of malware, redirects users from a legitimate website to a fraudulent one without their knowledge.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Phishing","a digital form of social engineering that uses authentic- looking, but fake, emails to acquire sensitive information such as usernames, passwords and credit card details by masquerading as a trustworthy entity in an electronic communication and urging users to click on a link or open an attachment. These actions can result in downloading malware as well as identity theft.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Physical security","the application of control procedures as measures to prevent or deter attackers from accessing a facility, resource, or information. It can include items such as physical barriers to gaining access, electronic security and alarm systems, video monitoring, staffed security or other response.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Portable Storage Devices","are compact devices with storage capacity that can be attached to a computer and temporarily or permanently store data in an electronic format. Laptops and notebook computers, tablets and smartphones, removable hard drives, USB storage devices (flash drives, jump drives, memory sticks, memory cards, thumb drives, MP3 players, CDs, DVDs, tapes and diskettes are portable storage devices.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Privacy","is the practice of protecting our personal information, or those of our customers, from being accessed or given away, either by accident or from direct theft, to parties not authorized to view this information.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Privacy Impact Assessment (PIA)","an assessment that is conducted to determine if a new enactment, system, project or program meets the requirement of Part 3 of the _Freedom of Information and Protection of Privacy Act_.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Privileged identity management (PIM)","A service in Azure Active Directory (Azure AD) that enables organizations to manage, control, and monitor access to important resources.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Privileged operations","operations that have high-level permissions to alter access rights and structures of information systems and/or services.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Privileged Users","users with permissions to alter access rights and structures of information systems. This includes (but is not limited to) system administrators, network administrators, database administrators, security administrators, web site administrators, system operators and network operators.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Privileges","See: **Systems privileges**.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Proxy Server","a server that acts as an intermediary between a workstation user and the Internet so that the enterprise can ensure security, administrative control, and caching service. A proxy server is associated with or part of a gateway server that separates the enterprise network from the outside network and a firewall server that protects the enterprise network from outside intrusion.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Public-Key Infrastructure (PKI)","is the infrastructure needed to support asymmetric cryptography. At a minimum, this includes the structure and services needed to do the following: Register and verify identities, Build and store credentials, Certify the credentials (issue digital certificates), Disseminate the public key, and Secure the private key and yet make it available for use. A PKI enables users of a basically unsecured public network such as the Internet to securely and privately exchange data and money through the use of a public and a private cryptographic key pair that is obtained and shared through a trusted authority. The public key infrastructure provides for a digital certificate that can identify an individual or an organization and directory services that can store and, when necessary, revoke the certificates.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"QR (Quick Response) Code","a QR code is a type of two-dimensional (2D) barcode that can be read using a QR barcode reader or camera-enabled smartphone. It looks like a square with blotches inside and appears on posters, marketing materials and websites. QR Codes are a popular marketing tool because the barcode can store phone numbers, addresses, URLs and other details.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Radio Frequency Identification (RFID)","uses radio waves to uniquely identify objects/ tags, that can be active, containing a power source, or passive, simply bouncing a signal using the energy of the RFID reader. Passive tags may be so small that they are hard to see. They are used in inventory control to uniquely identify each unit and can be read through most types of packaging. The fact that RFID can be so easily read at some distance, up to 30 feet for passive devices and much longer for active ones, has raised issues about privacy. RFID also is inserted under the skin to identify pets and link them to their medical records.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Ransomware","Malware that restricts access to a compromised system until the ransom is met.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Reception Zone","an area where access to restricted zones is controlled, and the initial contact between the public and the ministry occurs, services are provided, or information exchanged.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Record","anything that is recorded or stored by graphic, electronic, mechanical or other means. This includes books, documents, maps, drawings, photographs, letters, vouchers, and papers.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Remote Access","the act of using a remote access service to connect to the government network or government systems. It provides an effective way for mobile workers, telecommuters and non-government users on external networks to access the shared B.C. provincial government network (SPAN/BC). Access can be from a remote location or facility, or from within a local site but external to the particular resource accessed.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Remote access service","a service that provides network access to the government network or government systems from a remote location (e.g., the government VPN service).","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Requirements phase","a component of the System Development Life Cycle. Functional user requirements are formally defined and the requirements for the system are delineated in terms of data, system performance, security and maintainability requirements. All requirements are defined in sufficient detail for systems design to proceed. All requirements need to be measurable, testable and related to the business need or opportunity.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Restricted Access Operations Zone","a designated controlled physical area where access is limited to persons who work there and to escorted visitors. It is usually a standard working area and offices.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Restricted Access Security Zone","a strictly controlled area where access is limited to authorized persons and to properly escorted visitors.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Risk","the potential that a given threat will exploit the vulnerability of an asset or group of assets to cause loss or damage to the assets. Risk is the product of the level of threat with the level of vulnerability. It establishes the likelihood of a successful attack.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Risk and controls review","an independent and objective assessment of an information system to determine whether the business/system framework has adequate controls to mitigate business, financial, security and general privacy risks.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Risk-based access policies","Specific access control policies that can be applied to protect organizations when a sign-in or user is detected to be at risk.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Risk-based digital enablement","Prioritizing digital service investments using a risk-based decision process or framework. Also known as risk-based approach to funding.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Risk-based security","Prioritizing security investments and implementing security controls using a risk-based decision process or framework.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Root Directory","in a computer's filing system on the hard disk, the root directory is the directory (or folder) from which all other directories will be created.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Rootkit","a Trojan horse software that captures passwords and message traffic to and from a computer, a rootkit is a collection of tools (programs) that enables administrator-level access to a computer or computer network, and controls, attacks or gathers your information. They are used by a hacker to mask intrusion and obtain administrator-level access to a computer or computer network. Often running silently on computer systems and generally not detected by anti-virus or anti-spyware software.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
